"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "math" "read" "scie"
"37" 4000251 1 1 0 3 0 -1.9715 0.2705 -0.2047 -0.687 -0.4531 0.9517 -0.7823 -0.4045 -0.5158 -1.0118 0.2117 -0.6356 -1.1481 -0.6576 543.581 445.385 490.394
"38" 4000058 1 1 2 4 0 -0.275 1.1904 -1.5513 -0.4342 -1.4572 -0.6229 0.8233 -0.8172 -0.7148 -1.0118 -0.1328 -0.6113 -0.4377 -1.7696 458.034 442.468 388.55
"39" 4000005 0 1 0 5 0 -0.9609 0.7323 -0.0326 -0.1748 0.8236 1.4903 -0.7823 -0.0364 -1.2648 -0.1357 0.3018 0.163 -0.3971 1.0346 604.51 609.043 570.968
"41" 4000065 0 1 0 5 1 -1.352 -0.6451 -0.2047 -1.0109 -2.54 -1.6172 1.1928 -0.1402 0.1121 0.1806 -0.1292 -0.1229 -1.415 -1.7671 508.087 563.802 569.645
"42" 4000231 1 3 0 5 0 -0.3875 0.2705 0.7262 -1.8939 1.1934 0.9683 0.2907 -0.0146 1.1335 1.1793 -0.5635 0.6748 -0.2023 1.0346 436.664 390.521 479.419
"43" 4000038 0 2 3 6 0 -1.0789 -1.272 0.992 -0.2006 0.3693 2.7249 1.1625 -0.0766 0.7878 0.0477 -0.3116 -0.1384 0.3995 1.0346 384.916 364.58 391.063
"44" 4000124 1 2 3 6 0 -0.5831 -0.4143 0.7262 -0.2006 0.8236 1.4685 0.6725 0.2119 0.3013 1.1793 -0.3066 0.7917 -0.9514 1.0346 472.078 412.349 473.193
"45" 4000131 0 1 0 4 0 -0.1419 0.2705 -0.8705 0.4637 -0.0614 2.7249 -0.7823 0.6864 -0.1308 -0.1357 1.2404 -0.3676 -0.3673 1.0346 533.628 516.8 547.066
"47" 4000261 0 1 0 6 0 1.5806 -1.272 -0.2047 -0.3009 0.7251 -0.4801 -0.7823 1.1829 1.8303 1.1793 -0.0995 1.4221 0.4394 1.0346 563.886 584.537 600.39
"48" 4000285 1 1 0 3 0 0.6934 -1.272 -0.2661 0.0208 -1.0974 -1.2513 2.0604 -0.4017 0.5027 -0.6122 -0.7914 -1.1892 0.7628 0.3622 555.659 516.692 485.195
"49" 4000066 1 1 0 4 0 -1.9715 -1.272 -0.7163 -0.3009 -0.9947 -0.8428 1.4812 0.7085 0.6411 -0.1357 0.586 0.1586 -2.1007 -0.6576 527.186 570.29 565.593
"51" 4000261 1 1 0 5 0 -1.9715 -1.272 1.1811 -1.8939 0.5373 2.7249 -0.7823 -0.005 0.655 -0.4903 -0.1445 0.3495 1.314 1.0346 623.467 538.038 531.746
"52" 4000277 0 1 0 4 0 0.3568 0.2705 -0.5707 -0.2006 -1.4832 -0.3184 0.2907 0.3609 0.1121 1.1793 0.3587 -0.3937 -0.7074 1.0346 547.48 552.763 609.704
"53" 4000160 0 1 0 4 0 0.9011 -1.272 0.2653 -1.8939 -0.0614 2.7249 -0.7823 0.2015 0.4231 -0.1357 -0.0628 -0.2223 1.314 1.0346 582.47 499.844 518.829
"55" 4000301 0 3 0 5 0 -0.7077 -1.272 -0.6888 0.052 -0.8109 -0.3184 1.5346 -0.0398 0.5027 -0.1357 -0.2942 0.161 -1.4974 -1.0657 470.883 500.449 528.556
"57" 4000297 1 1 3 2 0 0.2035 -0.7816 1.1811 -0.862 0.0217 -0.6798 0.2907 -1.3147 -1.8538 -0.6122 -0.9694 -0.9871 -0.6951 1.0346 414.768 486.621 401.982
"58" 4000055 1 1 0 5 0 -0.2584 -1.272 1.2643 0.052 0.3858 0.4458 0.2907 0.1039 0.4231 0.0477 -0.2024 0.1593 -0.3673 1.0346 627.753 586.11 619.278
"63" 4000198 1 1 0 3 0 -1.4526 -1.272 -0.5707 -0.687 -1.0583 -0.8741 1.7405 1.3087 1.3873 1.1793 0.646 -0.1136 0.7628 -1.5847 392.54 331.527 347.614
"65" 4000160 0 3 2 5 0 0.6934 -1.272 0.7871 1.0944 1.6219 0.9423 0.2907 0.6641 0.3676 1.1793 0.7366 0.485 0.039 1.0346 504.772 596.609 564.448
"66" 4000291 0 1 0 6 0 1.2316 -0.4021 -0.2047 0.4637 0.3731 1.4326 -0.7823 0.9576 0.516 -0.6122 1.0308 0.9973 -1.0726 -0.6576 524.127 560.457 556.863
"67" 4000155 1 1 0 6 0 1.2316 -1.272 2.0054 1.8905 -1.0974 -0.5665 1.1928 0.0246 0.7229 0.0477 -0.6101 0.7842 -0.7366 -0.6576 591.241 631.356 670.493
"68" 4000021 0 1 0 5 0 -1.4526 -1.272 -0.5707 -1.8939 -0.0614 0.9517 -0.7823 -0.5107 -0.5158 -0.1357 -0.4962 -0.6192 -0.4289 1.0346 575.62 572.678 576.272
"71" 4000060 0 1 0 3 0 -0.1542 1.9837 -0.5707 0.8207 -1.3068 -0.4415 -0.7823 0.8025 1.0552 -0.1897 0.7189 -0.3311 0.2485 1.0346 531.843 515.401 485.456
"74" 4000052 0 1 0 5 0 -0.6896 -0.2888 -0.5707 1.8905 -0.0614 0.6818 -0.7823 -0.099 0.288 -0.1357 0.01 -0.3754 -0.5973 -2.0819 379.053 398.092 352.422
"75" 4000046 0 1 0 6 0 -1.2321 1.2826 -0.6888 1.8905 -1.2382 -1.6118 0.2907 0.4636 -0.0367 -0.1357 0.959 0.2401 -0.4707 0.2127 346.966 357.84 358.831
"76" 4000031 1 1 0 4 0 0.5935 -1.272 -0.5707 -1.8939 0.0501 0.9517 0.2907 0.7369 1.3873 -0.6947 0.2 0.5244 1.314 -0.6576 602.093 551.203 560.166
"77" 4000090 0 1 0 4 0 0.6934 -1.272 0.3709 -5e-04 1.0615 -0.0939 1.5699 -0.8816 -0.0367 -1.0601 -1.0824 -0.596 -0.8601 0.6364 535.63 592.351 584.629
"78" 4000117 1 1 0 4 0 0.13 0.7192 0.4352 1.8905 1.1651 0.9517 -0.7823 1.4439 1.0161 -0.1357 1.1493 0.3881 1.314 0.6364 537.843 543.957 584.119
"79" 4000167 0 1 0 5 1 -0.1542 0.2705 -0.2047 -0.687 -0.0614 -0.3184 -0.7823 -0.2448 0.0185 1.1793 -0.4983 -0.5902 -0.2023 -0.6576 445.562 406.354 443.757
"80" 4000043 0 1 0 3 1 -0.4629 -1.272 -0.9792 -1.8939 -0.4531 0.4951 -0.7823 -0.2038 -1.2648 -0.6853 0.6086 -0.8335 0.2485 0.6364 482.598 431.743 501.381
"81" 4000031 0 1 0 6 0 0.5984 -1.272 -0.5707 -0.687 -0.0614 0.9683 0.2907 2.5925 1.8303 1.1793 1.5126 2.0093 0.7015 0.5029 619.963 629.637 553.442
"82" 4000189 0 1 0 3 0 -1.793 0.2705 -1.7664 -0.687 0.5384 2.7249 -0.7823 -1.4538 -0.889 -1.0118 -1.659 -1.482 -2.7106 1.0346 429.498 404.82 422.846
"83" 4000049 0 2 2 4 0 -0.772 0.7192 0.3045 -1.8939 1.6219 2.7249 -0.7823 -1.2476 -1.8538 -0.6122 -0.7821 -1.494 0.061 1.0346 437.804 415.051 389.867
"84" 4000093 0 1 0 5 1 0.9011 -1.272 -0.5707 -0.4342 0.8021 0.2968 1.2327 0.6158 0.6411 1.1793 0.174 -0.1985 -0.4377 0.2127 421.674 412.559 400.812
"85" 4000258 1 1 0 3 0 -1.9715 -0.2888 1.1811 -0.4939 0.7251 0.6818 -0.7823 0.0057 -1.8538 -0.1357 0.8102 -0.263 0.039 0.3586 499.535 481.543 451.451
"87" 4000007 1 1 0 6 0 0.5572 -0.8863 0.3709 -0.0845 1.6438 1.4326 1.1729 0.8406 1.8303 1.1793 0.0214 1.2652 -0.0771 0.6402 543.075 613.951 632.782
"88" 4000292 0 1 0 5 0 -0.0376 -1.272 0.4352 -1.8939 -1.4832 2.7249 0.8615 0.4042 0.5027 -0.1357 0.407 -0.1755 0.7628 -0.6576 469.027 524.76 477.62
"89" 4000249 1 1 0 3 0 -2.7114 0.2267 0.2653 1.8905 -0.8547 -0.9166 2.07 0.1356 -0.7725 -0.1357 1.0519 -0.6899 -2.0248 0.3622 439.495 509.915 490.049
"90" 4000030 1 1 0 6 0 -1.1538 0.7192 2.0054 -1.8939 -0.5176 0.9303 0.2907 -0.1067 0.7878 -1.0118 -0.542 0.2657 -1.7803 -0.6576 551.276 426.597 477.741
"91" 4000292 0 1 0 3 0 -0.8353 -0.2888 -0.9792 -0.687 0.4392 2.7249 1.4721 0.2148 1.0161 -0.1357 -0.1441 -0.6564 -1.2781 1.0346 516.767 483.929 482.734
"92" 4000079 0 1 0 4 1 1.0781 -1.272 -1.7009 0.4637 -1.0974 0.4846 0.7703 -0.8505 -0.0973 -0.1357 -1.5101 -0.6686 -0.5284 -1.2947 488.066 503.494 432.453
"93" 4000247 1 1 0 3 1 -0.7077 0.7192 -1.7664 -0.687 -1.0974 -0.3184 -0.7823 -0.2849 -1.8538 0.0477 0.3722 -0.5695 0.1597 -0.6576 464.269 389.816 414.096
"94" 4000023 1 1 0 5 0 -0.5831 -1.272 0.1956 -0.9823 1.1934 0.3018 0.2907 -0.0816 0.7229 1.1793 -0.7023 -0.6447 -0.2023 0.5029 684.327 646.58 697.89
"95" 4000135 0 1 0 6 0 2.6131 0.2705 -0.6888 -0.687 0.3858 -0.3184 0.1462 1.2537 0.655 -0.1357 1.2136 1.1227 -0.0348 1.0346 514.758 549.438 478.957
"97" 4000135 1 1 0 6 0 0.5935 -1.272 1.2643 -0.687 0.3858 -0.0553 0.2907 1.358 1.0161 1.1793 0.71 1.4962 1.314 0.3622 624.584 727.546 682.344
"98" 4000251 1 1 0 3 0 -0.3571 0.2705 -0.5707 -0.687 -0.7622 0.3018 -0.7823 0.0923 0.288 -1.0118 0.4719 -0.6829 -0.7769 1.0346 523.171 474.764 468.746
"99" 4000125 1 1 0 6 0 0.1984 -1.272 0.7871 -0.687 -0.7622 0.6818 -0.7823 0.294 0.6381 1.1793 -0.5032 0.8634 -1.6031 0.6364 618.68 550.038 579.737
"101" 4000095 0 3 3 3 0 0.3171 0.8232 -0.2047 -0.9823 0.7396 0.9423 0.2907 -0.4998 -1.8538 -0.1357 -0.1708 -1.0243 0.7628 0.5029 523.971 454.291 411.908
"102" 4000071 0 3 0 5 0 0.804 -1.272 0.1956 -0.687 1.5024 2.7249 -0.7823 -0.6219 -0.7725 1.1793 -0.6314 -0.7185 -0.3971 1.0346 537.301 545.086 541.517
"104" 4000111 1 1 0 6 0 -2.7114 -1.272 0.7871 -1.4242 -0.0476 2.7249 -0.7823 0.0952 -0.2006 -0.1357 0.4803 0.7692 -1.8782 0.3622 629.233 561.74 599.076
"105" 4000054 1 1 0 6 0 -0.9016 -1.272 -0.2047 -0.687 -0.4684 -0.5635 0.7703 0.0838 0.6929 -0.1357 -0.3379 0.4543 -0.5088 0.6364 590.744 505.134 534.327
"106" 4000108 0 1 0 3 0 -0.0738 -1.272 0.4352 -0.7592 1.217 0.6818 -0.7823 0.2345 0.288 0.0477 0.2403 -0.4472 -0.0348 0.6364 543.578 530.444 560.337
"107" 4000043 1 3 0 6 1 0.6934 0.2705 0.1956 -0.687 -1.0721 -0.6287 0.8615 -1.5186 -0.7725 -1.8925 -0.8057 -0.8239 -0.9734 -1.5824 501.543 440.094 504.539
"108" 4000080 0 1 0 6 0 0.1298 1.0453 -0.2047 0.4637 0.7872 0.4402 0.2907 1.3076 1.8303 1.1793 0.2579 1.3621 -0.3673 0.2169 560.449 546.102 483.027
"109" 4000279 0 1 0 5 0 -1.0555 -1.272 -0.2661 -1.8939 -1.5626 -0.0765 -0.7823 -0.3662 -0.5158 -1.0118 -0.159 -0.4123 -2.7106 0.3622 463.704 464.449 474.54
"112" 4000290 1 1 0 3 0 -1.9715 -1.272 -0.733 -1.2792 -0.0614 0.9517 0.2907 0.8552 0.5522 1.1793 1.0513 -0.0566 -0.3673 0.6364 560.129 510.623 538.689
"113" 4000262 1 1 0 5 1 -0.48 -1.272 -0.3907 1.0671 -1.1268 -0.4415 0.8233 -0.4602 0.2519 -0.4884 -0.7438 -0.12 0.4394 0.2127 479.236 482.205 524.636
"116" 4000222 1 1 0 5 0 -1.3214 -0.2888 -0.2661 -0.687 -0.0614 1.3972 -0.7823 -0.9047 -0.2043 -0.1357 -0.9409 -0.1309 1.314 1.0346 449.898 363.125 344.183
"117" 4000240 1 1 0 3 0 -0.6352 0.2705 -0.2661 -1.4869 -0.0614 -0.3184 0.8615 -0.1162 -0.0552 0.0477 -0.0017 -0.7716 -0.5575 1.0346 457.769 429.829 434.561
"118" 4000155 0 1 0 6 0 0.5935 -0.4021 0.6314 -0.5722 0.6457 0.9423 -0.7823 1.9072 1.3873 1.1793 1.2899 1.6158 1.314 1.0346 600.649 591.759 605.139
"119" 4000126 1 1 0 5 0 -1.7421 -1.272 2.0054 1.8905 -1.6125 -0.3485 3.8591 -1.1454 -0.5158 -0.1357 -1.5004 -0.4073 -2.1007 -0.6576 425.876 405.833 382.474
"122" 4000148 0 1 0 3 0 -1.9715 -1.272 -0.5707 -0.13 0.4392 0.9423 1.8633 0.4376 -0.2006 1.1793 1.175 -0.6103 -0.5778 -1.3914 494.487 556.463 564.571
"126" 4000234 0 2 0 3 1 -0.0555 -0.7816 -0.6888 -0.687 0.3858 0.6818 0.2907 -0.8136 -0.7725 -0.1357 -0.5712 -0.7932 -0.7074 1.0346 441.106 544.141 460.836
"127" 4000295 0 1 0 5 0 2.6131 -1.272 2.0054 0.052 -0.5676 0.1634 -0.7823 0.2535 0.464 -1.0118 0.0631 0.7883 0.4522 0.2127 630.999 721.723 655.204
"128" 4000028 0 1 0 5 0 -0.6464 -1.272 -0.6888 -1.8939 1.6219 0.1889 -0.7823 0.8078 0.9421 1.1793 0.376 0.5938 -0.4501 1.0346 616.537 614.479 582.21
"129" 4000213 1 1 0 6 0 -0.8211 0.7192 -1.7664 0.2734 -0.9869 -0.7362 1.8016 0.6241 0.0949 -0.7806 1.6027 0.7352 -0.2327 -1.1847 377.916 361.637 447.773
"130" 4000007 0 1 0 6 1 -1.9715 0.7192 -0.2047 0.4637 -0.8386 -0.8575 1.1928 0.9396 0.3676 1.1793 1.0958 0.9377 -0.2023 0.5029 527.997 500.632 515.163
"131" 4000163 0 1 0 4 0 -1.352 0.7192 2.0054 -0.9295 1.6438 0.9423 0.2907 1.2517 0.8444 -0.1357 1.2165 -0.0164 -0.5973 -0.6576 587.614 580.335 643.651
"132" 4000189 1 1 0 6 1 0.2524 -0.4021 -0.8279 -0.6133 -1.4294 0.6678 1.203 1.1745 1.1335 -0.1357 1.1405 0.9012 -0.0348 -1.7696 361.251 295.362 341.373
"134" 4000016 0 1 0 4 0 -1.4882 -0.8863 0.1956 -0.0845 1.6438 0.2195 -0.7823 -0.028 -0.6072 -1.0118 0.3649 -0.1969 -2.0248 -1.0657 416.456 415.024 427.721
"135" 4000201 1 1 0 6 0 0.9714 -1.272 0.7871 -0.687 1.59 0.6344 -0.7823 0.5279 1.8303 -0.1357 -0.542 0.8134 0.2485 1.0346 704.024 676.093 655.789
"137" 4000105 1 1 0 5 0 0.428 0.2705 -0.2661 -0.687 -0.0614 -0.3184 0.7703 1.1147 1.8303 -0.1357 0.6584 0.2752 1.314 0.3622 522.168 447.367 543.709
"138" 4000134 0 1 0 6 0 -0.0694 -0.8863 -1.2708 -1.4869 -1.0656 -0.8273 1.203 1.0682 1.8303 -0.1357 0.451 1.3419 -1.7418 -0.67 569.18 603.788 641.005
"139" 4000191 1 1 0 5 0 -1.1798 1.2021 -1.5513 -0.9823 -0.669 0.1731 1.4812 -0.4671 -0.3076 -0.5668 -0.2864 -0.2612 -0.2441 -0.6576 439.391 375.424 415.348
"140" 4000122 0 1 2 4 0 -0.4081 0.2705 -2.345 0.1097 0.0501 2.7249 -0.7823 0.6534 0.4059 1.1793 0.2203 0.0111 1.314 1.0346 367.458 425.25 382.584
"142" 4000106 0 1 0 4 0 -0.9609 -0.6451 0.7871 -0.687 0.7251 0.4458 -0.7823 -0.827 -0.1308 -1.0118 -1.0073 -0.7837 -1.3345 1.0346 493.203 577.1 520.042
"143" 4000269 0 1 0 6 0 0.4956 -0.2888 -1.3898 0.052 -0.1244 -0.3184 -0.7823 -0.058 0.655 -0.6122 -0.4382 0.8726 -0.5488 0.6364 580.951 566.234 536.044
"144" 4000168 0 1 0 4 0 0.7546 -0.4021 -0.733 -0.9823 0.7657 2.7249 0.2907 0.7749 0.7878 0.1806 0.4619 0.1246 -1.3345 1.0346 551.761 561.191 607.712
"145" 4000181 1 1 0 5 0 -1.0555 -1.272 0.6314 -1.2792 0.3858 0.9517 0.8615 -0.1515 -0.5158 1.1793 -0.1279 0.036 -0.9422 1.0346 560.023 510.996 491.361
"146" 4000041 0 1 0 3 0 1.2316 0.2705 -0.2047 0.4637 -0.8109 -0.3184 -0.7823 0.5052 0.6411 -0.1357 0.5631 -0.2506 -1.0955 -1.0657 433.46 494.589 446.976
"147" 4000261 1 1 0 4 0 -0.0573 -0.8863 -0.7163 -1.109 2.3693 -3.2367 -0.7823 -0.3609 -0.2006 1.1793 -0.2024 -0.3757 -0.6878 1.0346 443.26 400.169 427.418
"148" 4000261 0 1 0 4 0 2.6131 0.2705 0.7871 -0.4342 1.6438 -1.866 -0.7823 -0.8089 -1.2648 -0.6122 -0.5867 -0.5653 1.314 1.0346 528.529 501.634 444.632
"150" 4000088 1 1 0 6 0 0.4627 -0.2888 -2.345 -0.687 2.3693 -0.1769 -0.7823 1.598 0.4231 1.1793 2.4836 1.4501 -2.7106 1.0346 459.014 349.129 342.926
"153" 4000023 1 1 0 5 0 0.0127 -1.272 -0.2047 0.052 -0.8109 -0.0939 1.1625 0.7152 0.7878 1.1793 0.174 -0.0438 -0.5973 -0.6576 614.379 601.648 590.141
"154" 4000052 0 1 0 3 0 -1.4526 0.2705 -0.9792 0.1097 -0.0614 -0.4415 -0.7823 -0.882 -0.5158 -1.0752 -0.3722 -0.7795 -0.5488 -0.6576 431.39 342.59 380.527
"156" 4000176 0 1 0 3 0 0.1649 -0.4143 0.4352 -0.1748 -0.4684 -0.7428 2.4122 -0.1957 -1.2648 1.1793 0.1647 -0.8968 0.0079 0.6364 469.836 470.455 473.837
"158" 4000288 0 3 2 4 0 1.7513 0.8232 1.2643 -0.9823 1.1262 0.9303 -0.7823 -1.7162 -0.7725 -1.3525 -1.3478 -1.6923 1.314 0.2127 414.188 446.507 400.215
"159" 4000162 1 1 0 5 0 -1.9715 -1.272 2.0054 -1.4869 -3.1675 -1.2168 0.2308 0.4651 -0.0367 1.1793 0.9321 0.1306 -2.1621 -0.6576 478.032 405.841 501.676
"160" 4000238 1 1 0 4 0 -0.3875 0.7192 0.1956 0.4637 -0.144 0.2968 0.2907 1.1485 0.7878 0.1806 1.3994 0.1774 -1.1846 -0.6576 495.852 456.016 449.44
"161" 4000009 0 1 2 5 0 0.5572 -0.5536 -0.2661 -0.3799 -0.2239 -1.2286 -0.7823 0.1552 -0.1308 -0.4884 0.2905 -0.2808 -1.0726 0.6402 385.99 320.225 332.163
"162" 4000218 0 1 0 6 0 1.7513 -1.272 0.1956 0.8207 1.6219 0.3241 0.1462 0.3807 1.8303 -0.6122 -0.3958 0.8479 -2.1621 0.6402 623.409 718.821 691.273
"163" 4000196 1 2 3 4 0 -2.7114 -0.4021 1.2643 1.8905 -0.9185 -1.1879 0.7703 -0.0668 0.2519 0.031 -0.059 -0.6256 -0.0348 0.6364 432.692 426.742 407.554
"164" 4000277 0 2 3 4 0 0.4675 -0.7816 -0.5229 -1.1597 1.5527 -0.1906 1.1928 1.1304 0.7878 1.1793 0.4973 -0.3171 -0.1512 0.0181 496.825 566.852 463.957
"165" 4000039 0 1 0 5 0 -0.1542 1.6524 -0.0326 -0.3799 -0.7997 0.6879 -0.7823 -0.8664 -0.2006 -1.4682 -0.2461 -0.2774 -1.0628 1.0346 473.108 466.099 507.442
"166" 4000040 1 1 0 5 0 -0.4262 -1.272 -1.5513 -1.4869 -0.8109 0.6713 0.2907 -0.5206 0.1497 -0.1357 -0.8941 -0.5314 0.3485 1.0346 546.648 596.471 603.547
"167" 4000021 0 1 0 6 0 2.6131 -1.272 -0.9792 -1.2792 2.3693 2.7249 -0.7823 1.2096 1.3873 -0.1357 0.6539 1.4334 0.0838 1.0346 520.899 566.466 572.773
"168" 4000107 0 3 2 5 0 1.7916 0.2705 -0.2661 -1.8939 0.5075 0.3241 -0.7823 0.058 0.1497 0.0477 -0.2128 -0.3875 0.2485 -0.6576 316.848 311.232 311.281
"169" 4000168 1 1 0 6 0 2.6131 -1.272 0.1956 -0.4939 0.3864 2.7249 -0.7823 1.4757 1.8303 1.1793 0.497 0.2997 1.314 1.0346 621.24 613.111 639.447
"170" 4000166 0 3 3 4 1 -0.4629 -0.7816 -1.3898 -0.2006 2.3693 0.5159 -0.7823 -0.3768 -0.7725 -0.6122 -0.0636 -0.8858 -0.0037 1.0346 426.85 470.12 494.979
"171" 4000006 0 1 0 6 0 -0.745 -1.272 -2.345 1.4083 -0.5176 0.0498 -0.7823 0.5617 1.8303 0.0477 -0.0721 0.8951 -1.7418 0.6364 436.116 383.209 387.677
"172" 4000196 0 1 0 4 0 0.3017 -0.8863 0.1956 -0.687 0.3858 1.4685 0.2907 0.5735 0.5522 1.1793 0.2117 0.046 -1.1481 1.0346 593.083 539.864 550.175
"173" 4000294 1 1 0 6 0 0.8628 -1.272 2.0054 -1.4869 0.7251 -0.9165 0.8615 0.777 0.5522 -0.1357 0.6634 1.0404 0.2485 0.2127 670.407 748.763 689.908
"175" 4000039 0 3 2 3 0 -2.7114 0.2705 2.0054 -0.687 -0.0614 2.7249 -0.7823 0.1384 0.6411 0.1806 -0.1624 -0.6887 -2.7106 -0.6576 461.52 432.893 516.893
