"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "math" "read" "scie"
"18" 20800128 0 1 0 6 0 -0.3757 -1.272 0.849 0.4637 -0.1433 -0.3184 0.1462 1.0447 0.7306 1.1793 1.0953 1.2249 -1.2301 1.0346 530.318 495.33 514.522
"19" 20800274 1 1 0 6 0 -0.6146 -1.272 -1.7664 -1.2792 1.5527 2.7249 -0.7823 0.4073 -0.1113 -0.8243 1.6469 1.1777 0.298 1.0346 600.072 589.628 652.66
"20" 20800099 1 1 0 6 0 -1.0555 0.2705 2.0054 0.052 0.3858 0.6818 0.1462 0.4008 0.0479 0.2646 1.4574 0.6274 0.4394 1.0346 527.505 501.185 506.192
"22" 20800065 1 1 0 6 0 1.5998 -0.6346 1.2643 1.8905 -0.7617 2.7249 1.5346 -0.1442 -1.8222 1.1793 1.0987 0.6985 1.314 1.0346 429.954 503.513 517.555
"23" 20800153 1 2 2 3 0 -0.2021 0.062 2.0054 1.3423 -0.8273 0.705 1.2618 -1.157 -1.8222 -0.8532 0.1983 -1.2015 1.314 -1.4861 422.024 403.036 340.152
"24" 20800300 0 3 0 2 0 -0.8176 -0.2888 -0.2661 0.4637 -0.5176 0.3361 -0.7823 0.2492 -1.2045 0.2646 1.6105 -1.3415 0.385 -0.6576 457.37 393.455 402.443
"26" 20800294 1 1 0 6 0 -0.7637 -1.272 2.0054 -1.8939 2.3693 0.9683 0.8615 -0.405 -1.2045 -0.4903 0.3947 0.2997 -1.4252 -0.6576 560.528 529.529 605.865
"27" 20800158 0 1 0 6 0 0.2298 -1.272 -0.5707 1.1422 -1.0583 -0.6705 -0.7823 0.6496 0.5698 1.1793 0.4589 1.0495 0.4394 -0.6576 518.308 604.975 538.672
"28" 20800282 1 1 0 6 0 -1.1538 0.2705 -0.2661 -0.687 -0.4684 0.3241 -0.7823 0.7098 0.2002 -0.1357 1.1751 0.4773 -0.9422 -0.6576 478.919 423.251 427.348
"29" 20800287 1 3 2 6 1 -0.7215 -1.272 -0.4112 -0.687 -0.0614 -0.5635 -0.7823 -0.0197 0.3294 1.1793 0.2956 -0.2232 1.314 -0.6576 448.741 393.524 308.63
"30" 20800001 1 1 0 6 0 -1.4882 -0.7816 -0.5707 -0.9823 -0.8109 -0.5635 0.2907 0.6972 0.426 0.2646 1.0186 0.7201 -0.5575 -1.0657 650.733 680.083 687.767
"31" 20800101 1 1 0 6 0 -0.4556 -1.272 -0.2047 0.4637 0.3444 2.7249 -0.7823 0.265 0.0479 1.1793 0.9301 1.1175 0.7628 0.2169 596.298 527.527 548.688
"33" 20800202 0 1 0 3 0 -1.1285 -1.272 -0.2661 1.8905 -1.0974 -0.4509 0.7703 -0.584 -1.8222 -0.4903 0.8769 -1.1149 -0.0439 -0.6576 489.485 528.507 476.003
"34" 20800217 1 1 0 5 0 -1.9715 -1.272 -0.2661 -1.4869 -0.5176 -1.5954 -0.7823 0.8411 0.8489 1.1793 1.4574 0.5976 0.0838 -1.0657 474.437 373.627 429.331
"38" 20800198 0 1 0 6 0 0.5385 0.2705 -0.2047 0.8794 -1.4832 -0.9803 0.7703 -0.4038 -0.1448 0.0477 -0.3615 0.2712 -0.4377 -1.0657 526.522 454.432 461.69
"39" 20800129 0 2 0 6 0 -0.9016 -1.272 -0.2661 -0.6133 -0.8273 2.7249 -0.7823 0.2313 -0.3144 -0.3792 1.0859 0.4316 -0.2023 0.2127 385.498 383.684 441.534
"40" 20800142 0 2 2 6 0 -1.1538 0.8232 0.3709 -0.4342 -0.0614 -0.3004 0.1462 -1.2239 -1.8222 0.0477 -0.4257 -0.6992 0.7628 -0.6576 461.695 467.13 412.276
"41" 20800209 1 1 0 5 0 -1.3214 -1.272 0.1956 -1.059 -0.0614 1.4903 -0.7823 0.0602 0.8489 1.1793 -0.295 0.6728 0.6259 0.6402 573.553 618.736 570.993
"43" 20800138 0 1 0 6 0 0.4086 -1.272 -0.5707 -0.1748 -0.4684 1.4326 -0.7823 0.8514 0.5698 0.0477 1.1751 1.169 1.314 1.0346 476.81 623.715 591.95
"44" 20800181 1 1 0 4 0 0.0306 -1.272 0.3045 -1.8939 1.5024 -0.5615 1.1625 0.6718 0.342 1.1793 1.8752 0.3003 0.0079 0.6402 489.966 530.613 580.987
"45" 20800157 0 1 0 6 0 -1.1538 -1.272 0.7871 -0.9823 -0.0614 0.6818 -0.7823 0.2796 -0.7352 1.1793 1.6228 0.8779 0.385 0.6402 474.149 511.287 510.058
"46" 20800207 1 1 0 6 0 -0.3253 -1.272 0.1956 -0.687 -0.0614 1.4326 -0.7823 0.3575 0.0479 1.1793 0.9686 1.0936 0.385 -0.6576 601.533 540.598 450.253
"48" 20800013 0 1 0 6 0 -0.7966 -1.272 2.0054 1.8905 -0.0614 -0.3184 -0.7823 0.7602 0.378 1.1793 0.975 0.496 -2.7106 1.0346 454.142 540.201 480.944
"49" 20800346 0 1 0 6 0 -0.5437 -0.2888 0.6314 1.1422 0.7251 -0.4415 0.7703 -0.4801 0.0753 -1.2793 0.3729 -0.3845 -0.4377 1.0346 418.08 449.421 380.476
"50" 20800269 1 1 0 4 0 -0.4556 -0.2888 0.1956 0.052 -0.0614 -0.4415 -0.7823 -0.1389 -0.2917 1.1793 0.2956 -0.2438 0.1597 -0.6576 517.938 564.846 540.759
"51" 20800333 0 1 0 6 0 0.0127 -0.7816 0.7871 -1.4869 -0.0614 0.9517 -0.7823 0.5197 0.342 1.1793 1.0288 0.6761 0.1597 1.0346 484.878 545.864 489.717
"52" 20800215 1 2 2 6 0 1.0781 -0.2888 -0.2661 -0.6133 -0.8277 -0.0845 0.7703 -0.0551 -0.1113 1.1793 -0.1203 0.8738 -0.1605 0.2127 450.316 435.252 430.904
"53" 20800327 0 1 0 4 0 -1.7421 1.9837 0.1956 0.4637 -0.0614 0.4458 -0.7823 2.2029 0.9378 1.1793 2.148 1.0505 1.314 -2.4468 462.682 334.654 313.283
"55" 20800350 0 2 2 6 0 -1.2014 1.4885 0.7262 0.5949 -0.7737 0.5166 -0.7823 -0.8774 -1.8222 0.1806 -0.1658 0.1699 0.7015 -1.0657 385.187 409.871 347.776
"56" 20800013 1 1 0 6 0 -0.6146 0.2705 -0.2661 0.4637 -0.0614 -0.4415 0.8615 0.3709 0.2856 -0.8532 1.2576 0.0159 -0.2441 -0.6576 464.565 392.013 449.507
"57" 20800333 1 1 0 3 0 -1.7421 -1.272 0.1956 0.4637 -1.5166 -1.7346 1.7669 -0.5046 -1.8222 0.0477 1.0018 -0.7827 -0.0037 -1.3914 546.833 589.264 541.988
"61" 20800234 1 1 0 6 0 -0.2704 0.5206 -0.5707 0.4637 0.7877 -0.0358 -0.7823 0.6003 0.9378 1.1793 0.1717 0.7251 0.7628 1.0346 457.873 476.247 413.648
"62" 20800125 1 2 2 6 0 -0.6483 -1.272 -0.2047 -1.1597 0.4793 -0.0845 0.2907 -1.2858 -1.2045 -1.3525 -0.5195 -0.444 -0.2023 -1.3914 543.062 507.516 519.561
"63" 20800192 0 1 0 6 0 0.1499 0.2705 0.1244 1.8905 -1.0974 -0.5582 -0.7823 1.4571 1.0528 1.1793 1.5671 1.2335 -0.2023 -0.6576 451.098 460.186 377.722
"65" 20800259 1 1 0 6 0 -1.0279 -0.6346 0.3709 -0.9823 -0.5176 0.4986 0.7703 0.6446 0.5704 0.1806 1.4574 1.0323 0.7628 -0.6576 559.996 549.756 646.438
"67" 20800128 0 1 0 6 0 -0.1542 0.2705 0.4352 0.052 -0.7906 -0.3184 0.2907 0.3066 -0.3465 0.0477 1.3832 0.8581 0.481 1.0346 550.422 547.752 514.716
"68" 20800044 1 1 0 6 0 -0.3057 -0.6346 0.3709 -1.4869 0.0691 1.4903 -0.7823 0.5149 0.342 1.1793 0.8346 0.656 0.2485 0.6402 605.993 565.129 539.797
"70" 20800114 1 1 0 6 0 -0.2284 -1.272 0.4352 -0.7592 0.0467 -0.224 0.2907 1.3341 1.0528 1.1793 0.9737 1.2218 0.3995 1.0346 630.682 555.949 600.01
"71" 20800332 1 1 0 5 0 -0.7983 -1.272 0.1956 -0.1748 -0.0614 0.4951 1.1928 1.0604 0.7306 1.1793 1.5631 0.8998 -0.013 -0.6576 607.13 528.774 586.768
"73" 20800195 1 1 0 6 0 0.428 1.1904 0.7871 -0.13 -0.0614 -0.0845 0.8615 0.0316 -0.4805 0.0477 0.6609 -0.0161 -0.4377 0.6402 466.897 412.488 484.65
"75" 20800268 0 2 0 5 0 2.6131 -1.272 1.2643 0.4637 0.5075 -1.1206 2.896 0.9768 0.5698 0.0477 1.4987 0.9846 -1.5447 -1.0657 448.592 482.971 449.833
"76" 20800206 1 1 0 6 0 0.0127 1.4058 -0.4112 -0.3799 -1.0721 -0.5187 1.203 0.7956 0.8489 0.2646 0.7896 1.1454 -0.5197 -1.5847 396.407 404.897 378.62
"77" 20800342 0 2 0 6 0 -0.8176 -1.272 0.3709 -0.4342 1.1777 -0.0845 0.6725 -0.8095 -1.8222 -1.2049 0.8323 0.4778 -0.2023 -0.6576 545.94 505.348 451.201
"79" 20800212 0 1 0 5 0 1.3468 0.2705 -0.2047 0.4637 -0.5176 -0.7259 0.7703 -0.0037 -1.8222 0.0477 1.5393 0.5619 0.1694 -1.58 498.623 484.416 462.36
"80" 20800253 1 1 2 6 1 0.2694 0.2705 0.1244 0.4637 -0.0614 -0.7564 0.7703 0.5582 -0.1448 1.1793 1.3832 0.055 -0.3673 -0.6576 459.813 396.691 424.43
"81" 20800147 0 2 0 2 0 0.3379 0.8232 -0.2661 -0.2006 -1.0974 0.6818 -0.7823 -1.5945 -1.8222 -1.3873 -0.3149 -1.8676 0.7015 -0.6576 406.012 459.877 434.581
"82" 20800343 1 1 0 6 0 -1.352 -1.272 -2.345 -1.8939 0.8998 0.705 -0.7823 0.4796 0.0753 1.1793 1.1543 0.8632 -0.0037 1.0346 486.415 440.759 521.951
"85" 20800101 0 1 0 6 0 0.5744 -0.6346 -0.5707 -0.687 0.7251 0.9423 -0.7823 -0.0611 0.342 1.1793 0.1024 0.7236 0.2384 0.2169 568.616 607.306 635.618
"86" 20800019 1 1 0 6 0 0.0639 0.2705 -2.345 -0.4342 -0.0614 -0.7764 1.2327 1.4561 1.2462 -0.5012 1.119 1.0583 0.385 -1.1847 553.91 522.389 571.588
"89" 20800064 0 1 0 6 0 2.6131 -1.272 -0.9792 -0.13 1.1934 0.1589 -0.7823 1.0693 1.2462 1.1793 0.2044 1.3369 0.2384 1.0346 543.039 672.854 605.336
"91" 20800353 1 1 0 5 0 -2.7114 0.2705 -2.345 1.0109 -1.1268 0.9587 1.5346 -0.4297 -1.8222 -0.4903 0.6866 -0.2454 1.314 0.3657 450.096 396.894 377.964
"93" 20800039 0 1 0 6 0 -0.5831 0.2705 -0.2661 -0.3799 -0.5176 -0.4415 0.2907 0.2395 0.0279 1.1793 0.8134 0.7617 1.314 -0.6576 456.844 537.44 492.837
"94" 20800255 1 2 0 6 0 -0.6278 1.6524 0.1956 -0.687 -1.0586 -0.8804 1.5082 -1.3134 -1.4994 -0.6122 -0.5082 -0.0847 -2.5035 -0.6576 501.857 381.164 388.993
"95" 20800062 1 1 0 4 0 -1.3214 -1.272 0.849 1.8905 1.6438 -1.0721 1.2618 -0.947 -1.8222 0.0477 -0.5841 -0.5271 -0.0348 -1.58 615.784 647.796 607.219
"96" 20800250 0 1 0 6 0 -0.1707 -0.2888 0.7871 0.4637 -0.0614 -0.3184 1.1625 0.7337 0.5698 1.1793 0.9649 0.2754 -0.5973 -0.6576 496.023 575.244 522.937
"98" 20800075 0 1 0 5 0 -0.4389 0.2705 -0.2047 0.4637 0.2883 -0.5582 1.1625 0.2085 -0.7352 0.2646 1.6228 0.505 -0.0439 -1.3914 524.903 479.783 480.497
"101" 20800267 0 3 0 6 0 0.3568 0.8232 1.2643 -0.3799 0.4152 0.6818 -0.7823 -0.724 0.0479 -1.0752 -0.011 -0.6843 0.6259 -0.6576 383.444 428.794 370.047
"102" 20800280 0 1 0 6 0 -0.6896 -0.2888 -0.9792 -0.4342 -0.5176 2.7249 0.2907 1.345 1.2462 1.1793 0.7763 1.3779 1.314 0.6402 482.007 568.023 535.103
"103" 20800164 0 3 2 6 0 -0.3553 1.1904 -0.2661 -0.2718 -0.4909 -0.7225 0.6725 -0.1574 0.0279 -1.0752 0.6784 0.5937 0.2485 -1.0691 358.397 347.206 331.45
"104" 20800343 1 1 0 6 0 0.1118 -0.8863 1.2643 1.8905 -0.4909 -0.3935 -0.7823 -0.4809 -1.8222 0.1806 0.2515 -0.3278 1.314 -1.3939 508.407 517.577 506.941
"105" 20800265 0 1 0 6 0 -0.4765 -0.7816 -0.4631 -1.4869 1.1268 0.6818 -0.7823 -0.4578 -0.7352 -0.8243 0.8769 -0.3664 1.314 1.0346 560.415 579.354 562.086
"106" 20800252 0 1 0 6 0 -2.7114 -1.272 0.7871 -0.687 1.1934 2.7249 -0.7823 0.892 0.1762 -0.011 2.0179 1.0378 -0.2023 -0.6576 454.656 443.058 423.434
"107" 20800016 1 1 0 6 0 -0.2786 -1.272 2.0054 -0.7592 2.3693 2.7249 0.2907 0.4644 0.342 1.1793 1.2835 1.0053 0.7628 1.0346 540.166 571.94 577.327
"108" 20800253 1 2 0 6 0 -0.7077 -1.272 -0.5707 -0.4342 -0.0614 0.4458 0.2907 0.5268 -0.1113 1.1793 1.5631 0.9345 -0.5488 1.0346 500.171 508.78 492.712
"110" 20800273 0 1 0 6 0 -0.3253 -0.2888 -0.5229 0.4637 -0.0614 -0.0358 0.1462 0.4706 0.8489 -0.4396 0.5278 1.0079 -0.5575 0.2169 611.594 646.638 547.91
"111" 20800293 0 1 0 6 0 -0.4934 -1.272 2.0054 -0.13 1.5527 1.4326 0.2907 1.2115 0.8489 1.1793 1.5393 1.7468 0.7015 1.0346 595.228 642.381 540.607
"112" 20800164 0 2 0 6 0 -1.0322 -1.272 0.4978 1.0109 0.7872 0.218 1.1211 -0.8794 -1.8222 -1.195 0.7634 -0.5325 1.314 1.0346 339.989 316.152 397.651
"113" 20800031 0 1 0 5 0 -0.1042 0.2705 -0.2047 0.052 -0.8109 -0.4509 -0.7823 0.2357 -0.2917 -0.4903 1.7339 0.3155 -0.7562 -0.6576 617.176 644.323 578.413
"114" 20800226 1 1 0 6 0 -1.4526 -1.272 0.1956 0.4637 -0.5176 1.4903 0.8233 0.3388 0.0479 0.2646 1.4574 0.0023 -0.0771 0.2127 578.291 523.088 509.636
"115" 20800016 1 1 0 6 0 -1.1538 -0.4021 0.1956 0.4637 -0.0614 -0.3184 -0.7823 1.2762 1.2462 1.1793 1.1669 1.4616 -0.2023 -0.6576 572.89 522.829 586.723
"117" 20800119 1 1 0 6 0 -2.7114 -0.2888 2.0054 1.4083 -0.096 0.165 1.4721 0.7202 0.1288 1.1793 1.5393 1.3084 -1.415 -0.6576 536.192 535.991 509.404
"118" 20800185 0 1 0 6 0 -1.4526 -1.272 -0.5707 0.052 0.3611 0.1891 0.2907 0.1503 -0.7352 1.1793 1.5393 0.8723 -0.1719 -0.6576 481.512 482.326 471.979
"119" 20800285 0 1 0 6 1 0.9011 -1.272 -0.8279 0.4637 -0.8109 -0.4509 0.2907 0.24 -0.1113 1.1793 0.5523 -2e-04 1.314 -0.6576 427.903 515.434 540.652
"120" 20800303 1 1 0 6 0 0.4627 -1.272 1.2643 -1.8939 1.59 -0.3184 0.2907 1.0917 0.7448 1.1793 1.6043 1.3835 -0.7074 -0.6576 623.345 627.488 620.368
"121" 20800019 1 1 0 6 0 -0.4389 -1.272 2.0054 -0.7592 2.3693 2.7249 -0.7823 0.5616 0.342 1.1793 1.4574 0.8298 0.7628 1.0346 402.697 465.883 440.848
"122" 20800246 1 1 0 6 0 0.5915 -1.272 2.0054 0.4637 -0.8382 0.1889 -0.7823 0.8065 0.3053 1.1793 1.6228 1.1152 -0.2023 -0.6439 654.665 598.704 585.863
"123" 20800166 0 1 0 6 0 0.9011 -1.272 0.3709 0.4637 -0.8109 -0.3184 -0.7823 -0.0768 0.0753 -1.4781 0.9153 0.2302 -0.2023 -0.6576 514.276 533.235 501.806
"124" 20800026 0 1 0 5 0 0.4627 0.7323 0.1956 -0.4342 1.1497 0.9517 -0.7823 -0.392 -1.8222 1.1793 0.7242 0.4643 1.314 1.0346 537.089 558.693 581.709
"125" 20800190 0 1 0 6 0 1.2316 -1.272 -1.7664 0.4637 0.3858 -0.4509 -0.7823 1.2523 1.2462 0.2646 0.8519 1.3063 1.314 1.0346 456.314 617.344 561.887
"127" 20800101 0 1 0 6 0 0.4627 -0.8863 0.3709 0.8207 0.3858 -0.1858 0.2907 1.7281 1.0528 1.1793 1.5631 1.6244 1.314 1.0346 498.502 536.624 574.022
"128" 20800276 1 1 0 6 0 0.0127 0.2705 0.1956 0.4637 -0.0614 -0.3184 -0.7823 1.1379 0.5005 1.1793 2.148 1.3474 0.1155 -0.6576 592.497 530.706 541.372
"130" 20800303 0 1 0 6 0 -0.7983 -1.272 -0.9792 -1.8939 -0.0614 1.4903 -0.7823 0.1417 0.342 -0.3792 0.5688 1.0636 1.314 1.0346 518.877 571.053 585.744
"132" 20800087 1 1 0 6 0 0.0127 -0.6346 -0.6888 -0.9295 0.3858 0.6818 -0.7823 0.1479 -0.7352 1.1793 1.4574 0.9332 1.314 1.0346 535.627 495.463 548.297
"133" 20800119 1 1 0 6 0 -1.3214 -1.272 2.0054 -0.2006 1.1651 1.4903 -0.7823 1.251 1.0528 1.1793 1.0883 1.4416 1.314 1.0346 612.714 562.242 582.408
"134" 20800219 0 1 0 6 0 0.2694 3.0064 2.0054 -0.9295 2.3693 2.7249 -0.7823 0.8642 0.342 0.2646 2.0503 1.3202 1.314 1.0346 546.879 622.52 546.154
"136" 20800256 0 2 0 2 0 -0.2704 1.2958 -0.733 -0.687 -0.0614 -0.3184 1.4721 -1.0889 -1.8222 -0.4903 0.1893 -1.1451 -0.0348 -2.4468 394.481 360.286 330.713
"137" 20800191 1 1 0 6 0 -0.5831 -0.4021 0.1244 -0.687 -0.8109 -0.2897 1.203 -0.2162 0.378 -0.4511 0.2711 0.5031 -0.5575 -0.6576 579.041 537.518 534.454
"138" 20800342 1 1 0 6 0 0.0127 0.8232 0.1956 0.052 -0.0614 -1.4949 -0.7823 -0.6178 -0.7352 -0.4396 0.2183 0.6284 1.314 1.0346 445.633 459.111 473.998
"140" 20800024 1 1 0 6 0 0.4086 -1.272 0.1244 -0.0845 -0.0614 -0.3184 0.8233 0.8222 1.2462 0.0477 -0.0216 1.1567 0.7628 -0.6576 495.021 566.259 579.587
"141" 20800069 1 1 0 5 0 -2.7114 0.2705 0.1956 -0.13 -0.0614 0.6818 -0.7823 0.5385 0.4657 1.1793 0.4589 0.195 -0.4377 -0.6576 570.638 514.133 476.724
"142" 20800033 1 1 0 6 0 -0.1542 0.2705 1.1811 -0.4342 1.233 0.9423 0.8615 0.718 0.8489 1.1793 0.7784 1.3378 1.314 1.0346 610.652 651.302 668.052
"143" 20800316 1 1 0 6 0 -0.3087 -0.7816 -0.2661 -0.9295 0.7251 0.4862 0.7703 1.3892 0.9378 1.1793 1.3319 1.5001 0.7628 1.0346 656.784 654.924 631.975
"144" 20800201 1 1 0 6 1 -0.4556 -0.2888 -0.9792 -0.687 -1.0586 -0.1562 0.1462 -0.3478 -1.8222 0.0477 1.2835 -0.1033 0.2384 -0.6576 408.894 378.195 382.821
"145" 20800128 1 1 0 6 0 0.2694 0.2705 -0.733 -0.687 -0.5176 -0.3184 -0.7823 0.4599 0.342 1.1793 1.0987 0.6657 -0.4082 1.0346 531.804 529.592 512.861
"146" 20800278 0 1 0 3 0 -1.4882 -0.2888 0.7262 0.1466 -0.8109 0.4829 -0.7823 -0.5861 -0.7352 1.1793 0.2956 -1.062 -0.7857 0.6402 415.272 436.287 418.418
"147" 20800309 1 1 0 4 0 -0.1542 0.8232 -0.733 -0.687 -0.4909 -0.4415 -0.7823 0.309 -0.5942 0.2646 1.119 -0.4557 -0.4377 -0.6576 502.981 328.142 396.575
"148" 20800054 0 1 0 6 0 1.7513 -0.7816 0.2653 1.1422 -0.4531 -0.3184 -0.7823 0.8569 0.5698 0.2646 0.9649 0.3061 0.2485 0.5029 551.114 624.026 589.871
"149" 20800238 1 1 0 6 0 -0.3253 0.2705 0.7871 0.052 -0.1769 0.1634 -0.7823 1.6365 1.2462 1.1793 1.082 1.6962 0.4394 -0.6576 569.683 577.762 566.39
"150" 20800373 0 1 0 6 0 2.6131 0.2705 -0.5707 0.4637 -0.4684 -1.186 0.2907 0.0042 0.0279 0.0477 0.3053 0.2644 1.314 -1.0691 559.792 616.466 572.113
"151" 20800046 1 1 0 6 0 -0.2704 0.2705 -0.5707 0.8794 -0.8109 -0.4509 1.1211 0.8629 0.8489 1.1793 1.0288 1.0254 0.385 -0.6576 529.611 562.267 523.46
"153" 20800108 0 1 0 6 0 -1.1538 0.9166 0.571 1.1422 -0.0328 1.4326 0.2907 -0.5769 -1.2045 0.0477 0.7039 0.0627 -0.0037 1.0346 493.049 455.281 395.416
"155" 20800321 0 1 0 4 0 0.1984 -1.272 0.3709 -0.1748 -0.4684 0.3241 -0.7823 0.2039 0.0479 1.1849 1.0057 0.1024 -0.3673 0.2169 531.654 537.297 597.804
"156" 20800056 0 2 0 6 0 0.7942 -0.5536 0.7871 0.4637 0.3858 -0.6693 0.7703 1.8635 1.0528 1.1793 1.5197 1.7673 -0.2327 0.6402 563.091 580.769 588.267
"157" 20800221 1 2 0 1 0 0.6523 0.2705 1.1811 0.1097 0.8236 -0.0879 0.1462 0.6801 0.5005 1.1793 0.6738 -1.4214 0.2148 1.0346 452.177 485.535 445.342
"158" 20800036 0 1 0 6 0 -0.4556 0.2705 -0.2047 0.8794 -1.0974 -0.3184 0.7703 -0.465 -0.7352 -0.3487 1.2007 -0.0199 -0.5973 1.0346 453.397 508.82 497.928
"159" 20800378 0 1 0 6 0 -1.0789 -1.272 1.1811 -1.8939 -0.0806 -0.5387 -0.7823 1.0313 0.9378 0.0477 1.2985 1.1859 -0.1605 0.6402 556.924 496.178 524.934
"160" 20800206 1 1 0 6 0 -0.5831 0.2705 -0.8279 -1.8939 -0.0614 0.6987 -0.7823 0.2292 -0.5942 1.1793 0.5009 1.0185 -0.1298 -1.0657 512.298 458.463 461.893
"161" 20800319 1 1 0 6 0 -1.7421 -1.272 0.7871 -0.13 0.3858 -1.6994 0.8233 -0.5229 -1.4994 0.0477 0.6233 0.0936 0.2148 1.0346 603.123 460.607 470.68
"162" 20800359 1 1 0 6 0 -1.557 1.2958 -0.2661 -0.3799 -0.8386 -0.1903 0.8233 -0.095 0.0479 -0.4903 0.7784 0.3638 -0.4377 -0.6576 510.876 403.142 477.713
"164" 20800309 0 1 0 6 0 0.6523 -0.2888 -0.2047 0.052 0.7657 0.6818 -0.7823 0.9577 1.2462 -0.3792 0.6374 1.3024 0.4394 1.0346 570.727 631.018 607.118
"165" 20800230 0 1 0 6 0 1.3493 -1.272 0.1956 0.3335 0.7251 -0.2159 0.2907 -1.1527 -0.6853 -1.3001 -0.0613 0.4243 -1.8358 -0.6576 562.03 654.429 625.722
"166" 20800259 1 1 0 6 0 -0.6146 -0.2888 -0.5707 0.4637 -0.5176 0.4581 0.7703 1.3477 0.9766 1.1793 1.5631 1.3299 0.4394 0.6402 543.42 521.234 573.701
"167" 20800268 1 1 0 6 0 -1.7421 -1.272 1.1811 0.4637 -0.8109 -0.5635 1.1625 0.4439 0.8489 0.0477 0.2001 0.9474 0.4394 1.0346 564.178 598.514 569.221
"168" 20800017 0 1 0 6 0 0.5816 0.2705 -0.2661 0.4637 -0.0614 0.1935 -0.7823 0.3336 -0.1956 0.0477 1.0186 0.9297 -0.5973 -1.9687 402.399 387.968 366.23
"169" 20800345 1 2 0 6 0 0.6168 -0.6346 0.3709 -0.3799 1.1934 -1.0013 0.8615 0.7632 0.7203 1.1793 0.6211 1.3643 0.7628 0.3622 475.017 476.566 539.544
"171" 20800075 0 2 2 6 0 0.0674 0.8232 0.1956 -0.3799 -0.0614 -0.0845 -0.7823 0.0833 0.342 0.0477 0.6073 0.9059 -0.7366 -0.6576 382.495 321.562 225.532
"172" 20800180 0 1 0 4 0 0.4627 -0.6346 -0.9792 0.4637 -1.0352 -1.1156 0.7703 0.0021 -0.4805 -0.4396 0.8134 0.2527 -0.1719 0.5029 563.814 621.209 576.691
