"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "math" "read" "scie"
"19" 38000127 1 3 3 6 0 -0.1542 0.2705 -0.4112 -0.687 -1.4832 -1.1409 1.4454 0.1555 0.3208 1.1793 -0.2511 -0.2715 -1.1481 1.0346 436.041 344.413 359.518
"20" 38000281 0 1 0 6 0 -0.2875 0.8232 0.1956 -0.4342 -0.4684 0.9517 -0.7823 -0.3491 -0.0133 1.1793 -0.3805 0.3874 -0.3971 1.0346 497.403 509.677 471.556
"21" 38000062 1 1 2 6 0 -0.5753 -0.4021 -0.4112 0.4637 -0.4957 0.9303 -0.7823 0.4066 0.2893 1.1793 0.2158 0.9132 -0.6298 1.0346 526.452 555.91 548.203
"22" 38000498 0 1 1 4 1 -1.4526 1.1904 -0.9792 -1.4242 0.4152 0.9517 -0.7823 -0.8028 0.2893 -0.1357 -1.7177 -1.1526 -2.7106 1.0346 423.903 457.975 388.983
"23" 38000431 1 1 0 2 1 -0.1042 -0.2888 -0.9792 0.4637 -0.4684 -0.6843 0.7703 -0.3724 -0.0367 1.1793 -0.5103 -1.3729 0.3485 -1.5824 478.575 521.079 441.082
"25" 38000207 0 1 1 2 0 -1.2014 -1.272 -2.345 -0.2006 1.0615 -0.463 -0.7823 -0.5539 -0.485 -0.6853 -0.3899 -1.0625 -2.7106 -0.6576 525.166 462.02 508.141
"27" 38000157 1 1 0 4 0 -1.1285 0.2705 -0.2661 -0.9295 -0.8109 -0.2799 0.2308 0.3635 0.3208 1.1793 0.123 0.1026 0.0838 0.2169 543.746 647.98 577.464
"28" 38000509 0 1 0 6 0 0.8418 -1.272 0.1956 1.4083 -0.5176 -0.5635 0.7703 1.332 0.6842 1.1793 1.1793 1.5976 -0.2327 -1.3939 559.136 557.005 585.747
"30" 38000028 0 1 2 5 0 -0.6896 0.2705 0.1956 0.052 0.7251 0.1695 -0.7823 0.4785 0.8419 1.1793 -0.1597 0.2731 0.2148 1.0346 453.145 480.845 493.594
"32" 38000070 1 1 0 4 1 -0.2704 -0.8863 -0.9792 1.3423 -1.2944 -0.9803 0.7703 0.2032 0.6392 0.031 -0.3587 -0.5114 1.314 0.2127 582.39 555.149 551.359
"34" 38000255 0 1 1 4 0 -0.7595 0.2705 -0.8279 -0.4342 -0.5018 1.4903 -0.7823 -0.591 -0.4303 -0.3792 -0.4262 -0.5973 -0.0037 1.0346 544.091 493.479 532.652
"36" 38000352 1 1 0 4 0 0.0977 0.2705 -0.9792 -0.3799 -0.0614 0.3018 -0.7823 0.5255 0.8419 1.1793 0.1108 0.0633 -0.9514 -0.6576 595.329 551.249 536.576
"37" 38000500 1 1 0 3 0 0.5046 0.2705 1.2643 1.1422 1.6438 -0.1843 -0.7823 0.3964 0.8419 1.1793 -0.1489 -0.5786 1.314 1.0346 482.173 477.489 457.789
"38" 38000508 0 1 0 4 0 2.6131 -1.272 -0.5707 1.8905 -1.321 -0.8461 1.1928 1.0213 0.8419 1.1793 0.2523 0.195 0.7628 1.0346 558.878 591.444 664.482
"39" 38000249 0 1 0 4 0 2.6131 -1.272 0.7262 -0.687 2.3693 0.9303 -0.7823 0.4103 0.8419 -0.1357 0.0972 -0.0297 0.385 1.0346 426.661 503.138 420.495
"40" 38000455 0 1 0 4 0 1.0781 0.2705 1.2643 -0.687 1.0615 -0.3184 0.1462 -1.0577 -0.5948 -1.5532 -0.3328 -0.7948 -0.2023 1.0346 637.973 587.506 603.559
"41" 38000026 0 1 0 3 0 0.9577 0.2705 -0.9792 1.4083 -0.7829 0.1702 -0.7823 1.1298 1.4675 1.1793 0.1052 0.6456 0.0079 1.0346 460.91 457.459 429.977
"42" 38000390 1 1 0 4 0 -1.1285 1.0453 0.1956 -0.3799 -0.0328 -0.0845 1.1625 0.9744 1.4675 1.1793 0.513 0.1894 -0.2023 0.5029 551.941 541.647 601.656
"43" 38000255 0 1 1 4 0 -1.0789 -1.272 -0.5707 -0.687 -0.8738 1.4903 -0.7823 0.0859 0.2294 -0.1357 0.0316 -0.1866 0.7015 -1.0657 478.397 528.831 552.782
"44" 38000087 1 3 1 3 0 -1.1538 1.8027 0.7871 -0.2006 0.7034 0.0348 2.3772 -0.6376 -0.1766 1.1793 -0.9853 -1.0171 1.314 1.0346 523.835 527.341 501.096
"45" 38000076 1 1 0 3 1 -0.5972 -1.272 -0.6888 0.7405 -0.5737 -0.0401 -0.7823 -0.3253 0.4455 -0.6853 -0.5694 -0.4464 0.7628 -1.3964 474.712 382.741 369.012
"46" 38000146 1 1 0 2 1 0.0127 0.2705 0.1956 0.4637 -0.0614 -0.9879 2.07 -1.0069 -1.8379 -0.1357 -0.4793 -1.7199 1.314 -0.6576 471.417 442.018 374.198
"47" 38000039 1 1 0 2 0 -1.3532 1.6524 0.1956 0.4637 -0.0614 -0.4415 1.1625 -1.1318 -0.2596 -1.6618 -0.3219 -1.9377 -2.7106 -0.6576 476.937 359.333 334.575
"48" 38000084 0 1 0 6 0 1.0781 -1.272 1.2643 0.1097 -0.0614 0.6818 -0.7823 -0.0768 0.2003 1.1793 -0.0104 0.7762 -0.0439 -0.6576 454.664 499.13 477.743
"51" 38000418 1 1 0 4 0 -0.1886 -1.272 0.1956 -0.1558 0.0691 0.6818 -0.7823 -0.6476 -1.1118 1.1793 -0.6998 -0.4332 0.4394 -0.6576 527.582 476.445 516.351
"52" 38000220 1 1 0 4 0 -0.6146 1.0453 0.7871 -0.2006 -0.5176 -0.3184 -0.7823 -0.2457 -0.2239 -0.1357 -0.1854 -0.9083 -0.3971 -0.6576 497.057 530.408 478.913
"53" 38000071 1 1 1 6 0 0.1372 1.6524 2.0054 1.8905 2.3693 -0.1769 3.8591 1.3779 0.4455 1.1793 2.0586 1.0653 1.314 1.0346 429.384 436.246 333.2
"54" 38000404 0 2 0 4 0 -0.3678 0.2705 -0.733 -1.1858 0.4152 -0.0358 -0.7823 0.9786 0.8419 1.1793 0.2518 0.2439 -1.3684 -0.6439 454.659 481.309 407.336
"55" 38000018 1 1 1 2 0 -0.6146 -1.272 -0.2661 1.8905 -0.0267 -1.163 1.4454 -0.5445 -0.2959 -1.0527 -0.1809 -1.4333 -1.1608 -0.6576 378.717 362.063 405.331
"56" 38000281 1 1 0 2 0 0.2363 0.2705 0.1956 -0.687 0.8496 0.6818 -0.7823 0.1287 0.6842 1.1793 -0.3823 -0.8327 -0.0348 1.0346 490.352 500.999 456.262
"57" 38000073 0 1 0 4 0 1.7513 -1.272 1.2643 0.0208 2.3693 2.7249 -0.7823 -0.5294 -0.2596 1.1793 -0.5286 -0.3302 0.1924 1.0346 467.292 512.934 497.278
"58" 38000335 0 1 0 6 0 0.3568 0.2705 -0.9792 -0.4342 -0.4531 -0.6765 0.2907 -0.4108 -0.1035 -0.1357 -0.4603 0.3784 -1.7803 -1.3914 636.52 502.623 504.385
"59" 38000368 0 1 0 2 0 0.4627 0.2705 -0.5707 -0.687 0.8496 0.9683 -0.7823 -0.1033 -0.0063 0.0477 -0.1635 -0.5739 0.7628 1.0346 444.55 552.045 522.296
"60" 38000143 1 1 1 4 0 -0.0764 1.6524 -1.2708 -1.1597 -1.7063 -1.0669 1.5082 -0.6869 -0.0708 -0.1357 -0.5994 -0.6379 -0.2533 1.0346 440.17 325.726 448.707
"62" 38000170 1 1 0 4 1 -0.1119 -1.272 -0.8279 0.9606 -0.0614 -0.763 -0.7823 0.5398 1.4675 1.1793 -0.0107 -0.3882 -2.7106 -1.2947 476.611 406.001 419.628
"65" 38000004 0 1 0 4 1 -0.3253 0.2705 0.1956 -0.3799 -0.4684 0.3379 -0.7823 -0.2034 0.2003 0.0477 -0.3344 -0.8816 -0.1605 1.0346 500.794 483.996 403.397
"67" 38000065 0 1 0 5 0 1.7916 -1.272 2.0054 1.4083 -0.4574 -0.8008 1.203 1.4954 1.4675 0.031 1.0877 0.9844 1.314 -1.0691 545.912 493.387 499.913
"68" 38000412 0 1 0 2 0 1.4712 1.0453 0.571 -1.4869 -0.0328 0.9423 -0.7823 -0.7467 -1.8379 0.0477 -0.2071 -1.5924 1.314 1.0346 404.081 472.984 404.228
"69" 38000390 1 1 0 2 0 -1.0279 1.1904 -0.2047 -0.3799 0.0494 0.0666 -0.7823 -0.4824 0.2285 1.1793 -0.9331 -1.6511 -0.2023 -1.3939 453.133 451.028 513.77
"72" 38000218 1 1 1 6 0 -0.3253 0.2705 -0.8279 -1.2319 -1.3756 0.6678 -0.7823 0.657 0.6392 1.1793 -0.1303 0.6188 0.4522 -1.5824 527.078 451.324 478.308
"73" 38000378 0 2 0 5 0 0.2363 0.2705 0.1244 0.052 -1.3068 -0.6666 1.7669 -0.4886 0.1779 -0.6853 -0.7367 0.0521 -0.3673 -1.5847 366.045 464.008 409.39
"75" 38000378 1 1 0 4 0 -1.0562 -1.272 0.571 1.8905 0.3611 -0.5278 1.203 0.005 -0.1737 -0.4903 0.1912 -0.3713 0.0703 0.5029 596.738 510.424 504.967
"77" 38000332 1 1 1 4 0 -1.7421 -1.272 -1.3898 0.4637 -0.5536 0.3018 -0.7823 -0.1416 0.1948 -0.6122 -0.1962 -0.4071 -2.7106 0.2127 494.731 479.64 517.82
"78" 38000036 0 1 0 4 0 0.2694 0.2705 0.1956 0.4637 -0.0614 -0.3397 -0.7823 -0.2803 0.2294 -0.6122 -0.2756 -0.2778 -0.5864 -0.6576 487.236 454.549 388.796
"79" 38000487 1 1 0 6 0 -1.793 1.6524 1.2643 1.8905 -1.0812 0.1791 -0.7823 -0.3274 -0.5948 0.1806 0.1946 0.9028 0.1155 -0.6576 492.016 465.871 477.077
"80" 38000148 1 1 1 6 0 -2.7114 -1.272 -1.7009 -1.8939 2.3693 -0.799 -0.7823 0.8382 0.1362 1.1793 0.8476 1.3583 -1.6637 1.0346 626.346 504.575 486.713
"83" 38000419 1 1 0 3 0 0.0127 -0.7816 -0.2047 0.4637 0.4392 -0.0939 -0.7823 -0.4269 -0.4042 -0.6122 -0.1885 -0.7271 0.7015 1.0346 516.85 497.109 500.895
"87" 38000288 1 1 0 4 0 -1.0279 -0.4021 1.1811 0.8794 0.8236 0.1853 -0.7823 0.3699 0.1948 -0.1357 0.2444 -0.46 1.314 -0.6576 522.816 476.249 367.943
"88" 38000473 0 1 0 6 0 1.7513 0.7192 0.7262 -1.8939 0.8236 0.3349 -0.7823 0.3055 0.6842 -1.0118 0.0427 0.9411 -1.415 -1.3914 464.287 527.175 487.295
"89" 38000323 0 1 1 6 0 2.6131 -0.7816 -0.6888 1.8905 0.3308 -0.0973 -0.7823 -0.3734 0.0481 -1.6618 0.4062 0.6537 0.2148 -0.9122 618.158 569.632 613.983
"91" 38000466 0 1 0 4 0 0.7178 0.2705 1.2643 0.4637 -0.5176 -0.445 1.7669 -0.3615 -1.8379 1.1793 0.2771 0.1273 1.314 1.0346 462.538 480.435 429.741
"93" 38000294 1 1 1 3 0 -1.7421 0.7192 0.1956 -0.687 -0.4909 -0.1769 0.8233 -1.3907 -0.5948 -0.3792 -1.3177 -1.5641 0.3995 1.0346 471.851 407.797 441.864
"94" 38000128 1 2 2 6 0 -1.3214 0.2705 1.2643 -1.4869 -0.0614 2.7249 -0.7823 -0.6177 -0.1766 -1.0527 -0.1359 -0.3665 -0.3971 0.5029 430.178 379.634 306.433
"96" 38000278 0 1 0 4 0 1.0123 0.8232 0.1956 -0.2006 -0.0614 -0.2159 1.1625 -0.1389 -0.2596 1.1793 0.0062 -0.2179 0.7628 -0.6576 457.922 361.075 414.338
"99" 38000471 1 1 0 4 1 -1.0789 -0.2888 0.7871 -0.3799 -0.0614 0.165 1.2327 -0.0292 -0.1035 1.1793 -0.1703 -0.7101 0.7628 -0.6576 402.791 388.117 424.485
"100" 38000304 1 1 0 4 0 -0.3875 -0.4021 1.1811 0.8794 -0.0614 -0.0553 0.7703 0.373 0.5763 1.1793 0.0581 -0.2772 0.6259 1.0346 615.431 557.407 594.202
"101" 38000100 1 1 1 6 0 0.3568 -0.6346 0.1956 1.0671 -0.5176 -1.0032 1.5082 -0.4575 -0.1035 -1.0527 -0.1363 0.014 -0.2023 -1.2947 417.927 402.12 503.31
"102" 38000237 1 1 0 5 0 -0.9016 0.2705 0.7871 -0.687 -0.5176 0.6818 -0.7823 0.9884 0.8419 1.1793 0.399 0.9865 -0.5864 1.0346 471.064 450.056 497.164
"103" 38000160 0 2 0 6 1 -1.0796 -0.2888 0.1956 0.8207 -0.0614 -0.672 1.4454 0.5851 -0.1035 1.1793 0.8876 1.0594 1.314 -1.3914 334.005 360.817 277.274
"105" 38000326 0 1 0 6 0 0.7546 0.7323 -0.6888 1.1911 0.3858 -0.4509 0.2907 -1.0958 -1.8379 1.1793 -0.9373 0.348 -1.8485 0.6402 566.948 515.619 511.759
"107" 38000183 1 1 0 2 1 -1.9715 0.2705 0.1956 -0.3799 -0.0614 0.0716 0.1462 -0.0603 -0.1035 1.1793 -0.2785 -1.302 -0.3971 0.2127 418.277 376.178 391.373
"108" 38000421 1 1 0 6 0 0.1499 0.2705 1.1811 -0.7592 0.3858 -0.0358 0.2907 0.542 0.5414 1.1793 0.1669 0.254 -0.2023 -0.6576 529.095 533.036 492.451
"110" 38000356 1 1 1 4 1 -0.2829 1.6524 1.2643 0.8794 1.5024 -0.1769 0.8233 -1.519 -0.5948 -1.6618 -0.7433 -1.2594 1.314 -0.67 424.714 387.46 260.351
"111" 38000171 0 1 1 6 1 0.3568 0.7192 -1.2263 0.4637 0.3016 0.6818 0.2907 -0.6853 -0.686 -1.5925 0.2239 0.2344 -1.0955 -1.5847 483.338 427.386 407.672
"112" 38000255 0 1 1 5 0 -1.2014 -1.272 -0.8705 0.4637 -1.0974 0.6818 -0.7823 -0.8591 -1.1118 1.1793 -0.9084 -0.9738 -0.1719 0.3622 398.316 478.906 488.696
"115" 38000421 0 1 0 2 0 0.8628 0.2705 0.3709 1.1911 -0.4801 -2.0232 1.1211 -0.5511 0.2594 0.031 -1.0448 -1.4119 0.7015 -0.6576 582.897 527.371 614.297
"116" 38000240 0 1 0 6 0 2.0787 1.0453 -0.8279 1.8905 0.0217 -0.3184 1.203 -0.2361 0.1193 -0.1357 -0.4319 -0.1564 0.1694 -1.9687 443.253 433.579 436.336
"117" 38000264 1 1 0 2 0 2.6131 1.4221 -2.345 -1.4242 0.8854 0.5274 -0.7823 -0.0457 0.3898 1.1793 -0.1501 -1.2346 1.314 -2.4468 365.788 293.4 386.017
"118" 38000139 0 1 0 4 0 0.3568 0.8232 -0.5229 0.4637 -0.8547 -0.5582 0.1462 -0.8934 -5e-04 -1.0752 -0.737 -1.1244 0.2485 -1.5824 381.91 389.178 376.964
"119" 38000454 0 1 0 6 0 0.2694 -0.4021 -0.733 0.0208 -1.0583 0.3018 -0.7823 0.2663 0.351 0.0477 0.1388 0.9033 0.3485 0.6402 417.041 414.796 349.153
"120" 38000369 1 1 0 4 0 -1.4526 -0.7816 -0.2661 0.8794 0.0217 0.9683 -0.7823 0.1778 0.2893 0.0477 0.3648 0.2457 -0.0037 -1.1847 461.001 389.485 360.719
"122" 38000155 1 3 0 4 0 -1.0322 0.6091 -0.8279 -1.2792 0.4152 -0.5665 0.7703 -1.2575 -1.1118 -1.0527 -0.8298 -1.5077 -0.5575 -0.6576 533.114 568.812 549.459
"123" 38000354 1 1 0 6 0 0.2298 0.9672 0.992 0.8794 0.7872 0.6401 0.2907 -0.0302 1.4675 0.0477 -0.894 0.1675 -0.7475 1.0346 380.067 338.177 312.29
"124" 38000254 0 1 0 6 1 -0.2704 1.2958 0.1956 0.8207 -0.4909 -0.9228 1.5082 0.5202 0.3518 1.1793 0.4688 0.6913 0.039 -1.1847 497.148 495.149 467.008
"125" 38000098 1 1 0 4 0 -1.1538 0.2705 0.1956 0.4637 -0.0614 -0.4415 -0.7823 0.2423 0.5763 1.1793 -0.0116 -0.3584 0.2485 -0.6576 574.091 460.689 527.753
"126" 38000248 0 1 0 6 0 0.9069 0.2705 -2.345 1.8905 -1.4753 -0.0845 -0.7823 0.7606 1.4675 0.0477 0.1403 1.1925 -0.0439 0.2127 514.719 476.527 487.567
"127" 38000025 0 1 0 4 0 0.7546 0.8232 0.1956 -0.3799 0.3858 0.6818 -0.7823 0.374 0.3898 0.0477 0.4358 -0.4583 -0.3971 1.0346 533.236 584.644 515.31
"128" 38000109 0 1 0 4 0 -0.0917 -1.272 1.1811 0.9606 0.5611 0.6818 1.0457 0.4767 1.4675 1.1793 -0.5093 -0.0355 0.0838 -1.0657 645.276 600.459 548.727
"131" 38000233 1 1 0 4 0 0.6523 -0.7816 0.411 1.0109 1.217 1.4685 -0.7823 0.7419 0.2893 1.1793 0.5725 -0.1197 -0.9422 -0.6439 496.703 541.883 512.851
"135" 38000204 0 1 0 6 0 -2.7114 0.7192 -0.8279 -0.2006 -0.7997 0.6818 -0.7823 0.9849 0.6842 1.1793 0.2018 1.3383 -1.3684 -1.0691 514.615 501.864 470.252
"137" 38000177 1 1 0 2 0 -0.5262 0.7192 0.7871 0.8794 -0.4684 0.4846 -0.7823 -0.7601 -0.2596 1.1793 -0.7519 -1.5983 1.314 1.0346 467.448 493.727 429.881
"138" 38000287 1 1 0 4 0 2.6131 -1.272 2.0054 -1.8939 2.3693 0.6738 0.2308 0.6144 0.5763 1.1793 0.3645 -1.9652 0.1718 1.0346 505.885 535.427 503.62
"140" 38000200 1 1 0 6 0 -0.2704 0.2705 -0.9792 -0.4342 -0.4684 -0.0845 -0.7823 -0.3231 -0.0367 1.1793 -0.5597 0.131 1.314 0.5029 609.403 489.247 556.576
"141" 38000285 0 1 1 4 0 0.7973 1.9717 0.992 1.8905 -0.4951 -0.586 0.7703 -0.2184 -0.5948 1.1793 0.2721 -0.8388 0.385 1.0346 410.098 410.914 382.937
"143" 38000447 0 1 0 4 1 -0.5608 -1.272 2.0054 -1.8939 2.3693 0.319 3.8591 -0.0683 0.6842 1.1793 -0.6679 -1.0045 1.314 -0.6576 451.639 440.961 391.152
"144" 38000549 1 1 0 3 1 0.1372 -1.272 -0.3907 0.4637 -3.1675 -1.2605 -0.7823 1.5016 0.8419 1.1793 0.9015 0.0189 -2.7106 -2.4468 406.303 318.232 348.455
"147" 38000489 1 1 0 6 1 -0.5831 -0.8863 1.1811 -0.4342 1.1546 1.4903 -0.7823 -0.5957 -0.5948 0.1806 -0.0203 0.0757 -0.9828 0.5029 482.685 488.105 494.209
"148" 38000230 0 1 0 6 0 -2.7114 -1.272 2.0054 1.0109 0.7251 0.2983 1.1928 0.6963 0.6392 1.1793 0.0352 1.1064 -0.0014 1.0346 509.774 402.989 399.23
"149" 38000083 0 1 0 6 0 1.5482 0.7192 0.571 1.8905 0.8496 -0.1858 -0.7823 0.0199 0.2885 -0.6947 0.0469 0.8202 0.7628 1.0346 617.797 614.221 574.709
"150" 38000490 0 1 0 4 0 -0.9223 -1.272 2.0054 0.3335 2.3693 2.7249 -0.7823 1.7411 0.8419 1.1793 1.2712 0.8995 -0.2023 1.0346 488.683 494.939 445.593
"154" 38000315 1 1 0 6 0 0.2864 -1.272 0.1956 -0.687 -0.0614 0.9517 -0.7823 -0.0068 0.2294 1.1793 -0.2102 0.8089 1.314 -0.6576 456.985 485.238 466.371
"155" 38000283 0 1 0 4 0 1.1891 -0.5536 2.0054 0.4637 -0.5176 -0.5429 -0.7823 -0.3148 -0.686 -0.1357 -0.0418 0.0372 0.385 1.0346 543.373 620.247 524.893
"156" 38000366 1 1 0 6 0 0.0127 -1.272 0.1956 -0.4342 0.3444 -0.3184 0.1462 1.2227 0.1073 1.1793 1.6048 1.4296 -0.2327 -1.0691 711.875 610.968 630.253
"157" 38000098 1 1 0 5 0 0.385 0.2705 1.1811 -0.2459 0.8236 -0.3184 2.0417 2.7848 1.4675 1.1793 1.2666 0.8816 1.314 0.2127 529.365 371.64 463.035
"160" 38000112 0 1 2 6 0 1.2316 -1.272 1.2643 0.052 2.3693 -0.0401 -0.7823 0.8773 0.8419 -0.1357 0.306 1.2928 -1.7803 1.0346 627.762 564.681 532.596
"161" 38000198 0 1 1 4 1 -0.4423 -0.8863 -0.733 -1.4869 1.6219 0.9683 -0.7823 0.4975 1.4675 -0.1357 -0.1029 0.3578 -0.5575 -0.67 584.229 613.973 574.248
"162" 38000354 0 1 0 4 0 1.5998 0.2705 -0.733 1.8905 -0.0614 -0.0553 -0.7823 0.3727 0.6842 -0.1357 -0.1201 -0.276 1.314 -0.6576 504.709 558.837 483.973
"163" 38000400 1 1 0 6 0 -0.1542 -1.272 1.1811 1.8905 0.7251 0.9683 -0.7823 0.3881 0.5239 -0.1357 0.3911 1.1679 0.1597 1.0346 534.146 506.628 479.654
"164" 38000130 1 1 0 6 0 0.2953 0.5923 -0.8279 -0.7592 -1.4033 -0.8977 1.5082 -0.5174 -0.3152 -0.6853 -0.2121 0.0161 1.314 -1.3964 395.434 273.946 311.06
"165" 38000287 1 1 0 3 0 0.523 1.0453 0.571 0.1097 -0.0614 0.6818 -0.7823 0.7145 0.4607 1.1793 0.233 -0.48 0.3485 0.2127 478.237 470.123 452.024
"166" 38000415 1 1 0 4 0 1.0821 -0.8863 2.0054 1.4083 0.4398 0.1961 -0.7823 0.3834 0.8419 1.1793 -0.3453 -0.3553 -0.9828 -0.6576 377.574 452.762 416.907
"167" 38000344 1 1 0 6 1 0.1499 -0.8863 0.2653 -1.8939 0.8352 -0.0829 0.1462 0.7993 1.4675 1.1793 -0.4 1.2597 -0.2023 1.0346 572.904 611.087 584.625
"168" 38000337 0 3 2 6 0 -1.1538 0.2705 1.2643 0.4637 -0.0614 -0.0358 0.2308 0.9325 1.4675 -0.1357 0.36 1.3982 -0.2023 -0.6576 557.109 604.573 558.795
"169" 38000453 1 1 0 5 0 -1.9715 -0.8863 1.2643 1.0671 1.1497 0.3651 1.7405 -0.6794 -0.2596 1.1793 -0.9286 0.2807 1.314 -1.0624 479.031 416.054 403.806
"171" 38000148 1 1 1 4 0 -0.7215 0.2705 -0.9792 -1.4869 -0.9943 0.9517 -0.7823 -0.3225 -0.485 -0.1357 -0.4085 0.031 -1.3345 -1.4861 625.879 557.629 577.551
"172" 38000058 1 1 0 6 0 2.0787 0.2705 -0.2047 0.176 -0.6123 -0.7373 0.7703 -0.2723 0.5763 -1.7257 -0.3607 0.2145 -1.1429 0.2127 527.37 506.128 500.882
"173" 38000148 1 1 2 4 0 -0.3875 -1.272 2.0054 0.8794 -0.0614 -0.5265 0.2907 0.5613 -0.2596 1.1793 0.6922 -0.2234 1.314 1.0346 593.16 510.566 590.221
"174" 38000078 1 1 2 2 0 -1.3532 3.0064 2.0054 1.8905 2.3693 -0.1769 -0.7823 -0.0124 -0.4303 -1.3525 1.11 -1.1028 0.7628 1.0346 481.924 369.092 352.71
"175" 38000126 1 1 0 2 0 -0.6683 0.2705 0.1956 -0.4342 -0.0614 0.9683 -0.7823 -0.3069 -0.0133 1.1793 -0.6114 -1.2964 -0.2962 -0.6576 628.445 594.274 568.347
"176" 38000206 0 1 0 6 0 1.5482 0.2705 0.7871 0.1097 -0.8109 -0.7587 1.1928 -0.7596 0.4607 -0.8449 -1.2493 -0.1411 0.7628 -1.2947 576.029 576.861 555.481
"178" 38000144 1 1 3 4 0 1.1891 -1.272 -0.8279 0.4637 -0.8386 0.0348 -0.7823 -0.3394 0.3208 -1.0752 -0.478 -0.8341 0.2048 -1.3914 542.769 623.891 595.294
"179" 38000384 1 1 0 6 0 -1.3214 0.2705 1.1811 1.8905 -0.5536 -0.4415 3.8591 0.2855 0.6392 1.1793 -0.2689 0.9295 -1.6385 1.0346 541.317 498.605 566.838
"182" 38000508 0 1 0 4 0 1.7513 0.2705 -0.2047 -0.1748 1.0615 0.6818 -0.7823 0.6662 1.4675 1.1793 -0.0408 0.5305 1.314 1.0346 601.754 618.335 589.308
"183" 38000390 1 1 0 4 0 -0.5262 0.2705 -0.2661 -0.687 1.6438 0.3241 -0.7823 -0.264 -0.2239 0.2646 0.0972 -0.5761 -0.0348 -1.0691 592.127 518.934 526.685
"184" 38000207 1 2 3 6 0 -1.9715 0.7323 0.6314 0.8207 1.0615 2.7249 -0.7823 -0.4573 0.0174 1.1793 -0.7174 -0.0987 -0.9734 0.2127 473.775 405.559 408.449
"185" 38000142 1 1 0 4 1 -0.7637 -0.8863 -0.2047 -0.3799 1.1497 0.3018 -0.7823 -0.2097 -1.8379 1.1793 0.251 -0.9016 1.314 -0.6576 536.12 462.721 479.924
"186" 38000172 0 1 0 2 0 0.8628 -1.272 -0.733 -1.2319 -0.4909 -1.3939 2.896 0.8205 0.5763 1.1793 0.4361 -0.8372 -1.1481 1.0346 429.736 491.132 429.075
