"school_id";"gender";"immigration";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav";"teach_multicult"
75200003;1;1;0;6;0;-1.1858;0.6818;-0.7823;0.317;-0.4983;-1.1878;2.0409;0.9861;-0.2023;-0.6576;180;180;120;513.114;469.897;497.979;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;1;0;6;0;1.8905;-0.6869;0.2907;1.312;0.7639;-0.3487;1.6971;1.2155;-0.2023;-0.6576;300;300;240;483.459;463.037;462.89;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;1;0;6;0;1.3423;-0.4509;-0.7823;-0.3984;-0.7441;0.031;-0.2442;0.4917;1.314;0.6364;180;240;180;566.296;589.232;544.154;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;1;0;6;0;-0.9823;-0.4509;-0.7823;1.5106;1.6414;1.1793;0.4937;1.6179;0.7015;1.0346;150;200;100;751.539;743.386;705.013;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;1;1;0;5;0;-0.687;0.1353;-0.7823;-0.7664;-1.2382;-1.2622;-0.0035;-0.2323;-0.5284;-1.5824;100;150;150;688.987;725.112;674.443;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;1;2;0;5;0;-0.9823;0.6818;-0.7823;0.0442;-0.8586;-0.8243;1.0005;0.6681;-0.2023;1.0346;240;180;240;467.088;427.162;461.441;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;1;0;6;0;-0.9295;-0.5635;-0.7823;-0.3949;0.1926;-1.2622;-0.306;0.7035;-1.1481;-0.6576;150;250;100;387.945;416.628;419.931;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;1;0;4;0;1.4083;-0.4415;0.1462;-0.563;-1.8427;-1.4924;0.9543;-0.3871;0.7628;-1.0657;100;200;100;449.62;417.08;414.014;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;1;0;6;0;0.052;-0.3184;-0.7823;0.5524;0.72;0.0477;0.1179;1.1553;-0.8266;-1.1847;280;280;210;602.161;655.54;618.533;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;0;2;3;5;0;0.4637;-0.7362;0.7703;-0.8456;-1.8427;-1.6145;0.1801;-0.9231;-0.7769;-1.1847;360;360;240;434.574;531.8;528.395;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;1;1;0;5;0;-1.8939;0.5034;-0.7823;0.782;0.0983;-0.1357;2.1565;0.6317;-0.2023;0.6402;120;180;120;397.375;366.617;408.465;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;1;1;0;6;0;-0.3799;-1.186;0.7703;1.0876;1.3363;0.031;0.6723;0.6471;-0.3971;-1.5824;100;350;200;419.626;387.19;493.8;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200003;1;1;0;5;0;-0.687;-3.2367;0.2907;0.7966;0.1926;1.1793;0.9165;0.8817;1.0665;1.0346;100;150;150;520.86;439.713;393.529;13.8182;1.2478;0.43;0.6482;0.2266;-0.9058
75200004;1;3;2;6;0;-1.8939;0.2243;-0.7823;-0.0797;-0.7441;0.0477;0.2303;0.775;0.5008;-0.6576;240;240;280;501.057;559.062;488.956;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;4;0;-0.687;0.6818;-0.7823;-0.023;-0.6881;1.1793;0.0377;-0.548;1.314;-0.6576;240;180;240;551.113;458.538;533.713;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;4;0;-0.3799;-1.186;0.7703;-0.6172;-0.8586;-0.6853;-0.4184;-0.9955;-1.1481;-0.6576;135;135;180;492.709;514.312;527.842;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;6;0;-1.1858;-0.8596;1.5436;0.1438;-0.303;-0.8079;0.4731;0.8347;0.039;-0.6576;160;120;160;462.143;433.972;424.703;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;2;3;5;0;-0.687;-0.4415;-0.7823;-0.0622;0.5278;-0.8243;0.1801;-0.3267;-0.2023;-1.0657;240;180;180;543.791;454.037;513.506;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;4;0;0.052;-0.3184;-0.7823;0.5598;-0.5849;-0.8243;1.6558;-0.2275;1.314;-0.6576;240;120;300;470.329;471.772;418.895;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;6;0;-1.4869;-0.1631;0.8615;1.2007;0.3269;0.2646;1.1609;1.4277;0.2485;-0.6439;240;180;240;674.953;611.543;612.979;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;4;0;0.4637;-0.3184;-0.7823;0.6548;0.0528;-0.4903;1.3691;-0.6005;-0.2023;-0.6576;200;150;300;485.524;533.882;500.18;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;2;0;4;0;-1.4869;1.4903;0.2907;1.251;0.9334;0.2646;1.1271;0.3326;0.7015;0.6364;220;165;220;546.277;624.304;551.463;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;6;0;0.4637;0.3241;0.2907;0.7263;0.3269;1.1793;0.9573;0.2452;1.314;0.6402;260;195;390;680.113;674.69;672.81;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;2;0;-0.4342;-0.1562;-0.7823;-0.5934;-0.7441;-1.3873;0.398;-0.8944;1.314;0.3622;240;180;300;454.646;472.813;560.131;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;6;0;0.052;1.4903;-0.7823;0.7232;-0.4983;-0.4903;2.6524;0.9038;0.481;1.0346;160;120;160;507.88;532.073;537.168;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;6;0;-1.2792;0.9782;-0.7823;0.2249;0.8129;0.0477;-0.1898;0.9039;0.481;0.5029;240;180;240;519.67;605.487;530.212;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;6;0;-0.9295;-0.445;-0.7823;0.6969;-0.1046;0.2646;1.269;0.2507;0.6007;-0.6576;200;150;200;518.937;529.886;527.48;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;4;0;0.1097;-0.3184;0.2907;0.5216;0.3269;0.0477;0.3848;0.2754;0.1597;-0.6576;240;180;360;582.444;609.298;631.432;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;6;0;-0.4342;1.4685;-0.7823;0.5151;1.3363;-1.2622;0.2652;1.0699;0.039;0.5029;200;150;300;508.464;588.709;499.341;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;6;0;1.8905;-0.3184;-0.7823;-0.2891;-1.8427;-1.4682;0.9881;0.5379;0.7628;-0.6576;240;180;360;534.055;489.512;530.665;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;4;0;0.4637;-0.3586;-0.7823;-0.0471;-1.8427;-0.4903;0.8911;-0.7543;1.314;1.0346;240;240;360;511.789;537.079;543.22;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;5;0;-0.3799;-0.3184;-0.7823;-1.2637;-1.8427;-2.8259;-0.0259;-0.5984;-0.2023;0.5029;160;80;240;631.44;634.288;580.657;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;1;1;0;4;0;0.4637;-0.4509;0.2907;0.6689;0.3302;0.7604;0.7095;0.2396;0.1597;-0.6576;240;180;240;512.48;458.277;479.054;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;3;6;0;-1.4869;-0.1562;-0.7823;0.4162;1.3363;1.1793;-0.4864;1.2175;-0.4377;0.3622;240;180;480;470.435;455.997;486.637;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;6;0;-0.13;0.2711;0.2308;1.4813;0.5459;0.1806;2.2443;1.4356;-1.3684;1.0346;240;180;360;516.302;591.321;559.026;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;6;0;-1.2319;-0.2649;-0.7823;0.6687;0.6472;1.1793;0.1188;1.0917;1.314;1.0346;200;150;200;660.09;706.5;643.989;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;2;0;1.4083;-0.5582;-0.7823;0.855;1.1527;1.1793;-0.0247;-1.0851;0.7628;-0.6576;400;320;400;447.211;474.168;424.969;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200004;0;1;0;3;0;1.8905;-1.8546;1.0457;-0.4154;-0.7441;0.031;-0.505;-0.9581;-0.0037;-2.0819;240;180;240;461.372;558.128;492.999;7.7097;-0.2836;0.8179;-0.0384;-0.8166;1.2836
75200005;0;1;0;5;0;0.4637;0.3241;-0.7823;-0.8591;-1.8427;-0.8243;0.0283;0.137;-0.3971;-0.6576;180;180;180;460.128;532.383;491.17;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;1;1;0;6;0;-0.687;-0.3184;-0.7823;-0.5407;-1.2382;-1.0118;-0.1023;-0.4652;-1.1481;-0.6576;180;180;240;592.31;547.721;557.385;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;1;1;0;5;0;-0.687;-0.3184;-0.7823;0.4998;-0.0465;1.1793;0.9153;0.7449;1.314;-0.6576;180;180;120;673.593;662.203;652.183;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;1;1;0;6;0;-0.2006;-0.6659;-0.7823;1.7701;1.3363;1.1793;2.1565;1.6197;1.314;1.0346;180;180;120;572.214;457.001;493.743;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;1;1;0;6;0;0.8207;-1.186;1.2618;0.5837;-0.1364;-0.6122;1.3882;1.1493;-0.1605;-0.6576;150;150;150;540.73;526.996;573.29;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;0;1;0;6;0;0.052;1.4903;-0.7823;-0.0018;-0.0027;-0.6853;0.0821;0.7487;1.314;1.0346;180;180;180;548.1;669.024;516.6;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;1;1;0;6;0;-0.13;1.4903;-0.7823;0.1614;-0.1547;0.2646;0.2558;0.9258;-0.9828;0.6402;165;165;110;592.439;579.188;549.431;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;0;1;0;6;0;0.4637;-0.6659;-0.7823;0.5596;0.6472;-0.6853;0.7703;1.0106;0.3485;-0.6576;165;165;165;520.846;527.274;488.173;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;0;1;0;6;0;-1.1858;-1.1224;0.2907;0.3226;0.4551;-0.9779;0.3579;-0.0045;1.314;-0.6576;180;180;300;520.215;480.014;527.572;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
75200005;1;1;0;6;0;-0.687;-0.2649;-0.7823;1.0847;1.7872;1.1191;0.7774;1.2677;1.314;-0.6576;180;240;180;592.915;499.782;519.619;8.3462;-0.6884;1.5435;0.5933;-0.4321;1.2836
