"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"school_changes";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav";"teach_multicult"
72400002;1;0;0;0;0.1097;0.3241;0.2907;-0.3817;1.802;0.0477;-0.9985;-1.6665;0.7015;0.6402;1;220;220;330;489.54;457.596;470.091;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400002;0;0;6;0;-0.3009;0.9782;0.2907;-0.5285;1.802;-1.0118;-1.0397;-0.5484;-0.5088;-0.9122;1;220;220;880;563.496;579.551;700.673;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400002;0;0;4;1;-1.4869;1.4685;-0.7823;0.1508;0.4541;-0.1357;-0.2173;-0.7726;1.314;1.0346;1;220;220;165;477.985;442.196;428.309;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400002;1;3;2;0;-0.687;1.4685;-0.7823;-1.2828;-0.5491;-1.3835;-0.5815;-1.8799;0.1274;0.2127;2;240;240;240;516.863;495.03;541.817;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400002;1;0;4;1;-1.8939;0.9303;-0.7823;-0.4115;-0.2825;-0.4396;-0.0695;-0.8719;1.314;1.0346;2;220;220;165;309.747;433.706;380.455;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400002;0;0;6;1;-0.7592;-1.1892;-0.7823;-0.3748;-0.0851;-0.6853;-0.3972;0.3937;1.314;0.2127;1;220;220;110;408.698;456.615;430.492;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400002;1;0;3;0;1.8905;0.9303;2.0327;-0.8429;-0.9597;-1.1878;-0.3331;-1.3323;-1.6031;-1.8624;0;180;180;180;532.643;487.229;510.265;23;7.6379;0.0686;0.43;0.5078;1.1612;0.9042
72400003;0;0;6;0;1.4083;-0.3184;-0.7823;-0.7616;-0.4132;-0.4396;-0.6474;0.5899;0.6259;1.0346;2;240;240;240;496.057;526.998;481.258;23;10.4452;-0.949;-0.5869;-2.0719;-1.419;0.9042
72400004;0;0;6;0;-0.4342;2.7249;-0.7823;-0.3122;-0.383;0.0477;-0.2432;-0.2864;0.4394;1.0346;0;200;200;150;492.62;438.011;418.02;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;1;0;2;0;0.4637;1.4326;-0.7823;-0.7483;-0.7684;-1.0118;-0.4872;-0.8598;-0.2327;1.0346;0;220;220;220;481.259;459.521;443.428;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;0;3;4;0;0.052;0.6818;-0.7823;-0.9033;-0.4295;-1.0118;-0.579;-0.332;-0.0348;0.2127;0;200;200;0;454.673;429.378;417.024;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;0;0;2;1;1.8905;-0.4509;0.2907;-1.394;-1.2379;-0.6947;-1.1077;-2.0369;1.314;-2.0819;0;200;200;100;437.412;433.262;512.1;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;1;0;4;0;-0.4342;-0.7654;-0.7823;-1.2939;-1.7521;-1.0118;-0.9306;-1.3114;-0.9948;-0.6439;0;200;200;150;560.069;452.671;586.997;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;1;3;6;0;-0.9823;2.7249;-0.7823;-0.3215;-0.677;-0.9177;0.3204;0.0563;1.314;0.2169;2;180;180;180;409.155;365.075;361.155;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;1;0;5;0;0.052;-0.5707;0.7703;-0.7572;-0.0273;-1.0118;-0.5315;-0.6315;-0.2023;-0.6576;1;90;90;60;323.977;362.503;363.206;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;1;0;6;0;0.4637;-0.9694;-0.7823;-1.1884;-0.8795;-0.9386;-1.1117;-0.4782;1.314;1.0346;2;200;200;150;499.165;432.273;433.351;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;0;0;5;0;-0.5311;-0.7362;0.8615;-1.798;-1.7521;-1.0527;-1.0971;-1.0719;0.0405;1.0346;2;160;160;0;329.682;449.133;378.089;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;1;0;4;0;-1.1597;0.6678;-0.7823;-1.5949;-1.2379;-1.3525;-1.1078;-1.6528;-0.7769;1.0346;2;240;240;120;478.008;437.357;473.42;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400004;0;3;2;0;1.8905;-0.0358;0.1462;-0.2495;-0.7684;-1.0118;0.3827;-1.4464;-0.7475;0.2127;2;200;200;300;513.813;530.873;482.903;23;12.6935;0.4292;0.2633;-0.6744;0.2266;0.1571
72400006;0;0;2;1;0.4637;0.6818;1.203;-1.0325;0.1817;-1.3311;-0.9126;-1.5152;-0.2023;0.5029;2;225;225;180;427.148;577.643;401.749;28;18.8209;0.6191;0.6231;1.3545;1.2159;0.9042
72400008;1;0;6;0;-0.4342;-0.8273;0.7703;-0.2818;0.036;0.0477;-0.3685;0.8844;-0.9422;0.2127;1;300;300;180;545.65;507.161;539.435;23;15.8904;-1.4212;-1.4551;-2.0719;-2.0409;0.9042
72400008;1;0;6;0;0.4637;-0.0358;1.4812;-2.4333;-1.7521;-1.6291;-1.8742;-0.2211;0.3485;0.2127;1;150;50;300;337.197;387.472;444.418;23;15.8904;-1.4212;-1.4551;-2.0719;-2.0409;0.9042
72400009;1;0;2;1;0.8207;-0.6659;-0.7823;-1.9393;-0.2839;-1.6291;-1.8243;-2.3208;-1.1481;-1.4837;2;240;180;180;305.428;426.586;427.885;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;0;3;1;0.4637;1.4685;0.2907;-0.8097;0.0739;-1.0527;-0.628;-1.1652;0.3485;0.5029;0;220;165;330;362.808;329.764;407.434;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;3;6;1;1.3423;0.1853;-0.7823;-1.0468;-0.8404;-1.0527;-0.4638;0.1765;-0.2023;-1.1847;2;220;165;165;341.114;346.871;354.625;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;0;3;2;1;-0.2006;1.4685;-0.7823;-0.8847;-0.1635;1.1793;-1.379;-0.9175;1.314;-2.4468;1;180;135;135;398.305;406.056;367.603;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;0;5;0;0.4637;-0.6659;2.0987;-1.3186;-0.9323;-0.1357;-1.0475;-1.135;1.314;-1.0691;0;220;165;165;489.065;461.84;488.362;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;0;5;1;0.4637;2.7249;-0.7823;-0.6269;-1.7521;-1.3525;0.6235;-0.7421;-0.8065;0.2127;2;220;165;165;340.175;412.852;478.262;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;0;0;1;1;-1.1858;2.7249;-0.7823;-2.1712;-1.7521;-2.049;-1.4865;-2.8468;-0.7769;-0.6576;2;340;255;255;379.805;345.195;437.341;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;0;6;1;-0.4342;-0.322;-0.7823;-0.4618;-1.2379;0.0477;0.124;-0.3365;-0.2023;-0.6576;0;220;165;165;359.359;374.785;374.474;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;0;3;6;1;0.8794;-1.1728;-0.7823;-0.9443;-0.7075;-1.0118;-0.4283;0.2919;0.1694;-1.3914;2;220;165;165;493.585;515.599;542.634;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;0;0;6;0;1.4083;0.6818;1.1928;-0.1987;0.5143;-0.1357;-0.9749;0.0732;0.6259;0.5029;2;240;180;0;486.543;520.438;447.693;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;0;5;0;-0.687;-0.8997;0.1462;-1.963;-0.8795;-2.049;-1.3453;-1.2428;-0.4301;-0.6576;2;220;165;165;504.834;482.347;536.624;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;0;4;1;-0.7592;0.3241;-0.7823;-0.2952;-1.2379;-0.6853;0.6235;-0.9848;-0.8998;1.0346;0;220;165;165;459.911;423.884;486.811;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;1;3;2;1;-0.9823;0.6818;-0.7823;-1.356;-1.7521;-0.1357;-1.1914;-1.8676;1.314;1.0346;0;220;165;220;396.657;377.515;378.448;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;0;3;6;0;-0.2006;-0.4415;0.2907;-0.9987;-1.7521;0.1806;-0.6148;-0.7474;-1.1387;0.2127;2;220;165;165;479.111;438.337;519.547;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400009;0;0;4;0;1.0944;-1.1224;0.2907;-1.2823;-1.7521;-0.8243;-0.7829;-1.3854;1.314;-0.6576;1;220;165;165;431.261;550.382;547.922;48;7.4228;-1.4212;0.5116;0.8944;0.9028;-0.5083
72400010;1;3;6;0;1.8905;0.0789;2.9705;0.5946;0.7064;1.1793;0.119;0.2763;-2.7106;-2.4468;1;220;220;330;563.959;509.458;517.386;33;16.1212;-1.4212;-1.4551;-0.0956;-2.0409;0.9042
72400011;0;3;2;0;-1.8939;1.4685;-0.7823;-1.8983;-1.8115;-0.1357;-2.0219;-2.0425;0.0838;1.0346;1;240;180;0;535.064;550.188;513.199;28;11.9497;-0.6884;-0.0097;0.0645;-0.1459;0.9042
72400011;0;0;4;0;1.0109;-0.9131;0.8615;0.031;-0.8726;-0.1357;0.6117;-0.533;-0.3971;-1.7671;0;220;165;275;480.289;499.485;502.331;28;11.9497;-0.6884;-0.0097;0.0645;-0.1459;0.9042
72400011;0;1;6;0;1.1911;-0.4827;-0.7823;0.1304;0.4531;-1.0193;-0.1241;-0.2696;-0.1298;0.2127;0;240;180;180;488.692;539.93;457.362;28;11.9497;-0.6884;-0.0097;0.0645;-0.1459;0.9042
72400012;0;3;4;0;-1.1597;0.9303;0.2907;-0.7578;0.0753;-0.6853;-0.7078;-1.333;-1.3245;1.0346;0;200;200;200;531.19;512.996;534.305;23;7.7576;0.7566;0.6736;0.1795;0.6015;0.287
72400012;0;0;4;0;-0.3799;0.4909;0.2907;-1.9676;-0.8795;-1.3835;-1.6012;-1.5362;1.314;0.6364;2;220;165;165;457.516;543.986;605.85;23;7.7576;0.7566;0.6736;0.1795;0.6015;0.287
72400014;0;0;5;1;-0.687;2.7249;-0.7823;0.6474;0.7064;-0.1357;0.5465;-0.0537;0.0394;0.2127;0;180;225;135;298.8;320.998;259.813;28;11.9667;1.6863;2.1075;0.8544;1.6299;0.1571
72400014;1;3;6;0;-0.687;1.4685;-0.7823;-0.7961;0.2964;-0.6947;-1.1078;-0.6617;1.314;0.5029;2;220;220;220;505.935;435.649;428.787;28;11.9667;1.6863;2.1075;0.8544;1.6299;0.1571
72400014;1;3;2;0;-0.13;0.6818;0.2907;-0.8703;-0.5491;0.0477;-0.8023;-1.5958;1.314;0.2127;0;220;220;165;566.572;503.813;593.258;28;11.9667;1.6863;2.1075;0.8544;1.6299;0.1571
72400014;1;0;5;0;-1.059;0.9423;-0.7823;-0.5121;-0.0636;-0.1357;-0.7801;-0.6901;0.4394;0.2169;0;200;200;150;459.564;491.848;463.866;28;11.9667;1.6863;2.1075;0.8544;1.6299;0.1571
72400015;0;0;6;1;-0.13;-0.1415;-0.7823;-0.9558;-0.383;-1.0118;-0.7467;-0.3097;0.7015;1.0346;1;385;275;220;481.262;444.23;511.283;18;16.0842;-0.6483;-0.1776;-1.1976;-2.0409;0.9042
72400015;0;0;6;1;0.4637;0.4829;0.2907;-0.7067;-0.677;-0.1357;-0.4019;-0.4044;1.314;1.0346;1;270;360;270;404.501;391.243;433.829;18;16.0842;-0.6483;-0.1776;-1.1976;-2.0409;0.9042
72400015;0;3;5;1;-1.059;0.4999;-0.7823;-0.5114;-1.2379;-0.4903;-0.0863;-0.6382;-0.2327;1.0346;2;180;225;135;385.27;367.838;380.965;18;16.0842;-0.6483;-0.1776;-1.1976;-2.0409;0.9042
72400016;0;0;2;1;-0.687;-0.1562;2.07;-1.5154;0.1802;-1.0527;-2.0168;-2.0978;1.314;-1.0691;1;220;220;165;401.038;287.339;348.674;18;8;1.2478;0.9088;-0.1692;0.2688;0.9042
72400016;1;3;0;1;-1.8939;2.7249;-0.7823;-0.1505;-0.431;-0.4903;0.1813;-2.4764;-0.7857;1.0346;0;240;300;180;487.118;554.783;457.783;18;8;1.2478;0.9088;-0.1692;0.2688;0.9042
72400018;0;0;2;1;-0.9598;-0.922;-0.7823;-1.318;-0.263;-0.6853;-1.5556;-1.8516;1.314;1.0346;1;140;140;140;466.916;506.838;533.145;18;8.325;1.7405;0.21;-0.2112;0.2397;0.9042
72400019;1;0;5;0;-0.687;-1.2239;0.7703;-0.5413;-1.2379;1.1793;-0.2333;-0.6509;-0.828;-1.1847;1;200;200;200;507.785;509.127;531.933;28;12.7723;1.7737;0.028;-0.4515;0.9355;0.9042
72400019;0;0;5;0;0.4637;-0.6376;-0.7823;0.4654;0.6251;-0.1357;-0.0704;0.0516;0.2384;1.0346;0;220;220;0;454.972;481.932;477.179;28;12.7723;1.7737;0.028;-0.4515;0.9355;0.9042
72400019;1;0;6;0;-0.3799;-0.627;-0.7823;1.2113;-0.0851;1.1793;1.7331;1.3875;-0.0348;1.0346;1;240;240;180;411.431;381.691;420.555;28;12.7723;1.7737;0.028;-0.4515;0.9355;0.9042
72400020;1;0;4;0;-1.8939;-0.3184;-0.7823;-0.6686;-1.2795;-0.9302;-0.5065;-1.1194;1.314;-0.6576;0;240;180;120;613.731;605.464;655.907;13;15.6222;-1.4212;0.2633;-0.9558;0.2605;0.9042
72400020;1;3;6;0;0.8207;0.1634;1.2618;0.9667;0.1509;-0.3792;0.9507;0.847;1.314;-0.6576;0;240;180;360;745.496;665.648;609.768;13;15.6222;-1.4212;0.2633;-0.9558;0.2605;0.9042
72400021;0;3;6;0;-0.2006;-0.0939;0.2907;0.9418;0.7064;1.1793;0.6059;0.3363;-0.9734;1.0346;0;275;275;220;437.207;427.164;452.874;53;13.9206;0.8006;1.5598;-0.0956;0.2266;-0.6263
72400021;0;3;4;0;-0.729;0.0348;0.2907;-1.5315;-0.7075;-1.25;-1.0014;-1.4606;-0.3673;-1.7671;1;200;200;450;491.542;407.102;401.016;53;13.9206;0.8006;1.5598;-0.0956;0.2266;-0.6263
72400021;0;3;0;0;0.4637;-0.1562;-0.7823;-0.3511;0.0307;-0.6853;-0.5029;-2.2381;-1.017;-2.0851;0;220;220;165;453.402;361.146;456.789;53;13.9206;0.8006;1.5598;-0.0956;0.2266;-0.6263
72400023;0;3;6;0;1.8905;-0.3184;-0.7823;-1.0577;0.0307;-1.0118;-1.0549;-0.7592;-1.8485;-2.4468;0;220;220;0;502.188;522.715;472.71;28;11.2093;2.9595;0.8371;0.1795;0.2266;0.9042
72400023;1;0;6;0;0.1097;0.6818;-0.7823;-0.2371;0.5143;-1.6618;0.0887;0.2229;-2.7106;0.5029;0;220;220;165;540.769;575.482;655.76;28;11.2093;2.9595;0.8371;0.1795;0.2266;0.9042
72400023;1;0;4;1;-0.687;2.7249;-0.7823;1.2701;0.5143;1.1793;1.3486;0.0339;1.314;1.0346;1;220;275;165;582.995;466.246;450.651;28;11.2093;2.9595;0.8371;0.1795;0.2266;0.9042
72400023;0;3;4;0;-0.13;-0.3184;-0.7823;-1.5032;-1.2379;-1.6618;-0.791;-1.496;-1.1481;-0.67;1;200;200;150;497.425;490.676;446.606;28;11.2093;2.9595;0.8371;0.1795;0.2266;0.9042
72400023;0;3;5;1;-0.2459;0.9423;-0.7823;-0.3583;1.802;-0.9663;-0.7126;0.4585;-0.013;0.2127;2;110;110;110;366.377;453.497;455.431;28;11.2093;2.9595;0.8371;0.1795;0.2266;0.9042
72400025;0;0;6;0;1.0944;0.1589;0.7703;1.2885;0.7064;-0.1357;0.8404;0.8803;0.6259;1.0346;0;220;220;110;550.187;533.759;486.663;53;13.9091;-0.2723;0.4613;-0.0956;-1.2356;0.9042
72400027;1;0;1;0;-1.8939;-0.3442;-0.7823;-1.1395;-0.6686;-0.6947;-0.9218;-2.1453;0.2485;-1.7696;0;240;180;360;479.878;439.45;510.646;28;8.3729;1.4888;0.1757;-0.3662;-0.0127;-0.1764
72400027;1;3;2;0;1.0109;-1.0032;0.2907;-0.915;-1.8115;1.1793;-0.6953;-1.7281;-1.1481;-1.0657;0;240;180;180;458.715;398.99;489.984;28;8.3729;1.4888;0.1757;-0.3662;-0.0127;-0.1764
72400027;1;1;0;0;-0.9823;-0.988;1.203;-1.3448;-1.8115;-0.6853;-0.9105;-2.5585;0.7628;-1.5847;2;345;345;230;364.872;314.881;368.3;28;8.3729;1.4888;0.1757;-0.3662;-0.0127;-0.1764
72400027;1;3;5;1;0.4637;-0.5891;0.8615;-0.6434;0.2352;-0.1357;-0.8761;-0.3259;-0.3971;-0.6576;2;180;180;120;457.204;403.283;456.209;28;8.3729;1.4888;0.1757;-0.3662;-0.0127;-0.1764
72400028;0;0;6;0;1.4083;-0.4509;0.2907;-0.4102;0.1986;-1.0118;-0.2333;-0.4524;0.3485;-1.1847;0;220;220;220;484.313;597.106;473.942;28;10.8784;-0.6884;0.1893;0.6482;-0.9138;-1.0542
72400028;0;0;0;1;0.1097;0.6713;0.2907;-1.6117;-0.2825;-1.7257;-1.1614;-3.0909;-0.4377;-1.3939;1;220;220;110;314.011;387.008;312.64;28;10.8784;-0.6884;0.1893;0.6482;-0.9138;-1.0542
72400028;0;0;3;0;-1.1858;1.1471;0.8615;-0.4666;-1.7521;-0.6853;0.4364;-1.0404;0.0838;0.5029;0;140;140;140;343.142;387.859;369.407;28;10.8784;-0.6884;0.1893;0.6482;-0.9138;-1.0542
72400029;1;3;1;1;0.4637;-0.3184;-0.7823;-0.1573;-0.0851;-0.4903;0.011;-1.824;-1.1481;-0.6576;2;220;220;110;220.619;296.018;354.344;23;9.8658;1.2478;0.9995;0.2268;-0.7634;0.9042
72400029;0;0;6;0;-1.059;-0.1843;-0.7823;-1.1101;-0.8795;-0.6853;-1.0253;-0.375;0.385;1.0346;0;120;120;90;525.177;483.184;507.567;23;9.8658;1.2478;0.9995;0.2268;-0.7634;0.9042
72400030;0;0;6;1;-0.3799;-0.4901;-0.7823;-0.3101;-0.496;1.1793;-0.2857;-0.3028;-0.2744;0.6402;1;260;260;195;302.363;367.953;354.517;23;14.7092;-0.4562;0.7626;-2.0719;0.9977;0.9042
72400032;0;2;0;1;0.4637;-0.6913;0.7703;-0.6182;-0.0689;-0.9386;-0.4598;-2.5184;0.7015;-0.6576;0;250;100;600;294.484;407.59;383.963;23;7.0857;0.1;-0.0963;-0.4097;-0.1274;0.9042
72400033;0;0;6;0;1.1911;-1.2589;0.2907;0.8399;1.802;-1.0527;0.658;1.2261;-0.2533;-1.3939;2;220;220;165;535.957;453.965;539.955;53;13.219;-1.4212;-1.4551;-1.1906;-0.9138;0.9042
72400035;1;0;5;0;-1.1597;1.4326;-0.7823;-0.6228;-0.9597;0.0477;-0.3106;-0.6853;1.314;1.0346;1;220;220;165;477.923;493.466;429.175;18;6.6724;-1.4212;0.5116;0.4147;0.2266;-0.1868
72400035;0;0;5;0;-0.687;0.6818;-0.7823;0.2037;-0.1635;-0.1357;0.4942;-0.2595;1.314;-0.6576;0;220;220;165;494.04;496.309;529.038;18;6.6724;-1.4212;0.5116;0.4147;0.2266;-0.1868
72400036;0;3;4;0;0.052;0.9517;0.8615;0.4768;0.5143;1.1793;-0.0498;-0.639;-0.6262;0.6402;0;240;240;180;543.828;500.248;502.817;23;9.5102;0.8339;1.872;0.6482;1.189;-1.0542
72400036;0;0;5;0;-0.2459;-1.1224;0.7703;0.4864;0.4541;-0.1357;-0.2204;0.7552;-0.2023;-1.1847;0;220;220;220;472.263;476.433;466.325;23;9.5102;0.8339;1.872;0.6482;1.189;-1.0542
72400036;1;0;0;0;-0.5722;0.6576;0.8233;-1.2743;0.0753;-1.0527;-1.2107;-2.9482;1.314;1.0346;1;220;220;0;499.368;522.677;631.723;23;9.5102;0.8339;1.872;0.6482;1.189;-1.0542
72400036;1;3;4;0;0.4637;0.3241;0.2907;-0.8496;-0.7075;0.0477;-0.6433;-0.3093;0.7015;-0.6576;0;220;220;330;637.083;539.737;465.419;23;9.5102;0.8339;1.872;0.6482;1.189;-1.0542
72400038;1;0;4;1;0.4637;-0.3184;1.7405;1.4223;1.802;-0.6853;1.2527;0.3052;-1.1481;-0.6576;2;240;240;180;451.047;463.137;408.066;33;17.1683;-0.6483;-0.5869;-0.8431;-0.1177;0.287
72400042;1;0;5;1;-0.687;2.7249;-0.7823;0.265;1.802;1.1793;-0.5012;-0.2999;0.2727;-1.0691;2;240;240;240;440.691;425.46;445.423;28;13.9394;0.4292;1.0815;1.0522;1.2904;0.9042
72400046;1;0;2;1;-0.4342;-0.7764;0.7703;-0.7077;-1.2379;-0.4903;-0.2127;-1.5759;-0.3971;-0.6576;0;200;200;100;428.822;450.468;447.878;23;8.5275;0.4997;-0.2968;-0.9664;-0.5111;0.1571
72400047;0;3;2;0;0.4637;0.2243;-0.7823;-1.5105;-0.8795;-1.0527;-1.1107;-1.9157;-0.2023;-0.6576;0;220;165;165;522.803;381.829;463.179;53;9.3871;1.0245;0.43;-0.3856;-0.9173;0.9042
72400047;1;0;4;0;1.0671;0.1982;0.8233;-0.8251;-1.7521;-0.6853;-0.0504;-0.6146;-0.8154;-1.0657;0;240;180;0;403.229;302.671;370.137;53;9.3871;1.0245;0.43;-0.3856;-0.9173;0.9042
72400047;0;0;5;1;1.4083;0.4846;1.4812;-1.1166;-0.7075;-1.3835;-0.5231;0.1576;-1.6385;-1.3939;2;220;165;110;303.825;379.005;321.755;53;9.3871;1.0245;0.43;-0.3856;-0.9173;0.9042
72400047;1;3;6;1;1.1422;1.4685;1.5436;0.5378;0.0753;-0.6853;0.9278;0.0324;1.314;-1.5847;0;165;165;110;528.79;397.995;557.918;53;9.3871;1.0245;0.43;-0.3856;-0.9173;0.9042
72400049;0;0;6;0;-0.4342;0.9423;0.2308;-0.1933;0.7064;-0.6853;-0.4336;-0.2361;1.314;0.3622;0;240;240;0;462.16;616.961;541.467;23;13.5385;-0.0703;0.4613;-0.0956;-1.2356;0.9042
72400051;1;0;6;0;0.4637;2.7249;-0.7823;-0.8213;-0.9597;-0.1357;-0.615;-0.3229;1.314;1.0346;2;200;200;150;500.005;540.824;532.832;23;8.2326;-1.4212;0.0131;1.4126;0.2266;0.9042
72400051;0;0;2;1;-0.0845;0.9683;1.4812;-0.3068;-0.383;0.0477;-0.1124;-1.4406;-0.9734;1.0346;0;150;200;100;422.153;428.399;467.334;23;8.2326;-1.4212;0.0131;1.4126;0.2266;0.9042
72400051;1;0;4;1;-0.3009;-0.9879;-0.7823;-1.531;-0.9597;-1.6618;-0.7628;-1.3384;-0.9514;1.0346;2;250;250;150;428.014;416.011;407.496;23;8.2326;-1.4212;0.0131;1.4126;0.2266;0.9042
72400051;0;0;5;1;-0.7592;-1.1156;2.07;0.8221;1.802;1.1793;0.4306;0.1321;1.314;-0.6576;1;200;200;200;260.065;300.224;304.816;23;8.2326;-1.4212;0.0131;1.4126;0.2266;0.9042
72400052;1;3;4;0;0.1097;0.8801;-0.7823;-0.347;-0.383;1.1793;-0.3754;-0.3974;-0.3971;-1.0691;1;220;220;440;590.555;582.251;443.768;28;13.0539;0.1;0.8371;0.1795;0.2266;0.9042
72400052;0;0;4;0;0.1097;-1.0394;0.7703;-1.2189;-0.4252;-1.0118;-1.0251;-1.3384;-1.0266;-1.0657;0;120;120;90;398.275;425.177;409.144;28;13.0539;0.1;0.8371;0.1795;0.2266;0.9042
72400052;0;0;4;0;-0.3799;0.6818;-0.7823;-1.1105;0.5143;-1.0527;-1.4823;-1.4823;0.3485;-1.0657;1;200;200;0;499.739;567.263;588.276;28;13.0539;0.1;0.8371;0.1795;0.2266;0.9042
72400052;1;0;2;1;-1.8939;2.7249;-0.7823;-0.5117;-1.7521;1.1793;0.0589;-1.0123;1.314;1.0346;1;200;200;200;326.114;269.878;295.597;28;13.0539;0.1;0.8371;0.1795;0.2266;0.9042
