"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie"
"24" 44200031 0 1 507 5 0 2.0787 -1.272 0.849 1.8905 0.3858 -0.6985 -0.7823 1.6576 1.182 1.1793 0.9571 0.9961 -0.538 1.0346 200 200 200 532.588 583.535 553.924
"25" 44200035 0 1 507 5 0 -0.2704 -0.2888 0.1956 0.8794 -0.4684 0.3349 -0.7823 -0.5242 0.3776 -0.1357 -0.7884 -0.5188 0.7015 1.0346 0 100 0 486.452 542.963 529.967
"26" 44200002 1 2 232 1 1 -1.7421 -0.3034 1.1811 -1.0109 1.1262 -0.9456 1.4721 0.7144 -0.252 1.1793 1.4486 -1.5726 0.4522 -0.6439 200 150 100 472.925 434.197 422.123
"27" 44200012 1 3 313 6 0 -0.4934 -0.7816 1.1811 1.4083 -0.8109 0.3018 0.2907 0.7528 0.1864 1.1793 0.4848 1.1303 0.3485 0.2127 180 180 240 610.907 649.465 668.907
"28" 44200024 1 1 507 5 0 -1.3214 -1.272 -1.1146 0.1097 0.523 0.3241 -0.7823 1.8246 1.5766 0.0477 1.372 1.4532 1.314 1.0346 250 150 250 524.432 502.555 506.45
"29" 44200016 1 2 232 6 1 -0.3296 0.7192 -0.357 -1.4869 -0.0614 0.1935 -0.7823 -1.3875 -1.848 0.0477 -1.3249 -0.6494 0.2485 -1.0691 220 220 385 490.594 316.387 458.11
"30" 44200002 1 2 507 4 0 1.3555 -0.0545 -0.9792 -1.059 -0.7737 0.9683 -0.7823 -1.2915 0.5536 -1.0118 -1.781 -1.4065 0.6259 -0.6576 200 150 100 480.006 447.686 476.526
"31" 44200021 0 1 507 6 0 0.1984 -0.8863 0.4352 -0.7592 -0.0614 0.6818 -0.7823 1.4866 0.5536 1.1793 1.4589 1.483 -0.0037 1.0346 180 180 180 586.903 527.28 592.233
"32" 44200001 0 1 507 6 0 -1.9715 0.2705 0.1956 -0.687 -0.0614 0.4862 -0.7823 0.9269 0.654 -0.1357 0.9026 1.3138 -0.2023 0.6402 200 150 200 614.87 574.99 556.151
"33" 44200005 1 3 834 5 0 -0.4081 -1.272 -0.9372 1.1422 -0.4684 -0.9995 0.1462 0.5402 0.803 -0.1357 -0.1705 0.8813 0.3485 1.0346 180 135 270 564.138 533.881 606.28
"34" 44200019 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 506.418 482.769 429.445
"35" 44200036 0 2 834 6 0 0.638 0.2705 0.1956 -0.4342 -0.0614 0.4581 -0.7823 1.5801 1.182 0.0477 1.0747 1.3324 -0.9422 1.0346 200 150 200 572.476 570.196 579.01
"36" 44200035 1 3 232 2 0 -1.0789 0.7192 0.1956 -1.8939 -0.4684 0.2929 0.2907 -1.7821 -1.8499 -0.1357 -1.9873 -2.095 0.4394 -0.6576 240 480 240 484.214 452.597 421.927
"37" 44200036 0 1 507 6 0 0.4444 -1.272 -0.9792 0.1097 1.0615 0.1891 0.2907 0.6807 0.6676 -0.1357 0.2437 1.3344 -0.2023 0.6364 200 200 200 570.631 640.7 607.387
"38" 44200037 1 2 600 6 0 -0.224 -1.272 0.1244 -0.9295 0.7512 0.6818 -0.7823 0.816 1.182 1.1793 -0.1298 0.8164 1.314 1.0346 200 200 100 563.433 574.303 568.679
"39" 44200038 0 1 232 3 1 -1.1538 -1.272 -0.5229 -1.8939 -0.5787 0.319 -0.7823 0.7016 0.3264 0.0477 1.1821 -0.563 -1.5103 1.0346 200 300 150 369.602 464.492 421.392
"40" 44200008 0 2 493 6 1 -0.5262 -0.4021 -0.4631 1.1911 -1.2506 -0.224 1.1625 0.6005 0.6793 1.1793 0.239 1.044 -0.9422 1.0346 165 165 110 410.792 445.877 389.288
"41" 44200001 1 1 232 2 1 -0.2704 NA NA NA NA NA NA -0.0544 0.3264 -0.1357 -0.0837 -1.3639 0.3485 NA NA NA NA 434.429 354.451 371.768
"42" 44200044 1 3 834 6 1 1.7916 2.5529 2.0054 NA NA NA NA -2.9015 -1.8684 -2.049 -2.6061 -0.7783 -0.9422 NA NA NA NA 383.505 350.532 384.435
"43" 44200040 1 2 600 6 0 -1.2014 -0.5536 -0.5707 0.4637 -0.4807 0.2018 -0.7823 -0.0044 -0.6917 -0.6853 0.7689 0.8099 -0.2023 1.0346 100 150 500 505.557 523.228 417.847
"44" 44200036 0 1 507 6 0 2.6131 0.2705 -0.9792 -0.9823 -0.4957 0.9423 -0.7823 0.9191 0.9217 -0.1357 0.5745 1.3105 -0.7074 1.0346 200 150 200 671.563 691.295 636.904
"45" 44200028 1 2 493 4 0 0.3568 0.2705 1.2643 0.8794 1.5527 0.1988 -0.7823 1.3606 0.4612 1.1793 1.2509 0.684 -0.0037 0.5029 270 180 270 660.615 596.557 582.47
"46" 44200013 0 2 493 2 1 2.6131 -0.2888 0.1956 1.4083 -0.8738 -0.4415 -0.7823 -0.0339 0.3024 -0.6853 -0.2304 -0.5965 1.314 1.0346 200 200 100 307.503 408.658 358.615
"47" 44200045 1 1 507 6 1 0.5915 -1.272 2.0054 -0.13 0.3139 -0.3184 -0.7823 1.5004 0.0831 1.1793 1.6259 1.4248 -2.7106 1.0346 275 220 110 531.946 379.485 431.816
"48" 44200034 1 2 313 6 0 -0.6896 -1.272 2.0054 -1.8939 0.3611 -0.1895 1.7926 0.2056 0.1275 -0.6122 0.1608 0.8769 -2.7106 -1.1817 200 200 200 526.583 593.548 647.324
"49" 44200019 0 1 507 6 0 -0.4629 0.7323 -0.5707 -0.4342 -0.1433 0.2949 -0.7823 0.4575 0.0831 1.1793 0.4747 0.9835 -2.1007 1.0346 200 150 150 458.498 568.046 477.012
"50" 44200011 0 1 507 4 1 -1.0562 -0.0545 -0.4112 0.4637 -0.0614 0.8801 -0.7823 -0.7576 -0.6917 -1.0118 -0.2125 -1.2114 -2.7106 -0.6576 200 250 100 371.776 453.655 456.218
"51" 44200023 1 1 507 NA 1 -2.7114 -1.272 -0.6888 -1.2792 0.3444 0.9517 -0.7823 0.5992 0.0831 1.1793 0.714 NA -0.6371 0.2169 200 150 100 601.544 546.72 611.945
"52" 44200033 1 NA 493 0 0 2.0787 -0.6346 2.0054 1.4083 1.1777 -2.4306 NA -0.903 0.0645 -1.2622 -1.0265 -2.8029 -1.4048 -2.4468 NA NA NA 461.572 418.661 482.242
"53" 44200001 1 2 232 4 0 -0.4622 3.0064 2.0054 0.7405 0.7396 -0.9115 0.1462 0.6293 0.3776 -0.1357 1.149 -2.0681 1.314 1.0346 50 40 20 320.713 230.688 298.697
"54" 44200044 0 3 834 4 0 -0.1904 -0.7816 0.1244 -1.8939 1.1777 0.6246 -0.7823 -0.5951 -0.1588 1.1793 -0.9476 -2.0565 0.3995 -1.06 200 200 100 316.901 348.885 331.525
"55" 44200007 1 1 507 6 0 -0.2704 -0.2888 -1.2708 -0.4342 -0.5176 0.6818 -0.7823 -0.3076 -0.6917 -0.1357 -0.2961 0.3598 -0.2023 0.3622 NA NA NA 506.325 407.606 455.345
"56" 44200037 1 1 493 6 0 -0.1119 0.8232 NA -1.8939 -0.0614 2.7249 -0.7823 0.4078 0.471 1.1793 -0.2 0.8852 1.314 0.6402 250 150 150 365.208 469.563 441.986
"57" 44200037 1 2 232 1 0 -0.6146 0.2705 -0.5707 0.4637 -0.4909 -0.5665 NA 0.2871 0.8365 -1.0527 0.2172 -1.8183 -1.6031 NA NA NA NA 502.359 473.269 460.091
"58" 44200033 1 2 232 6 NA -0.0328 -1.272 -2.345 -1.8939 -0.0614 0.208 -0.7823 -2.355 -1.8499 -1.935 -1.7488 -0.9803 0.3995 -1.4861 300 200 0 386.885 358.414 370.226
"59" 44200004 1 3 232 2 1 -0.9395 NA NA NA NA NA NA -0.8308 -0.5828 -0.1357 -0.649 -1.6153 0.4522 NA NA NA NA 542.849 411.565 376.12
"60" 44200002 1 3 600 4 0 -1.9715 -1.272 -0.2661 -1.8939 1.233 1.4685 -0.7823 0.7286 -0.1623 1.1793 1.3995 -0.47 -1.1481 0.6402 100 150 450 567.597 489.125 555.559
"61" 44200033 1 1 232 3 1 -0.2704 -0.3034 -1.7664 -1.1858 -0.0614 0.0623 -0.7823 -1.4004 -0.438 -1.5023 -1.2059 -1.0263 -0.1512 1.0346 200 200 100 437.267 446.73 471.009
"62" 44200031 0 1 507 NA 1 0.0127 1.6524 -0.2047 0.4637 -0.0614 -0.6659 -0.7823 0.1273 -0.438 1.1793 0.4154 -0.7684 1.314 -0.6576 240 180 120 516.543 400.106 406.935
"63" 44200016 1 2 507 6 1 -0.1119 -1.272 2.0054 -1.8939 2.3693 -0.6659 NA 1.0691 0.2277 1.1793 1.4985 0.7861 -2.7106 -0.6576 NA NA NA 334.66 322.203 344.841
"64" 44200001 0 2 232 0 0 -1.793 1.6524 NA 1.0944 -2.1241 -1.0163 NA -0.6724 0.0684 -2.4101 0.0248 -2.5873 -2.7106 -2.4468 250 100 100 505.984 430.021 320.444
"65" 44200022 0 2 232 4 1 0.7178 -0.2888 -0.9792 1.8905 -0.5319 -0.498 1.7669 0.3287 0.2582 0.0477 0.1361 0.0878 0.6259 0.2169 165 165 110 420.743 509.455 397.187
"66" 44200020 1 1 507 4 0 -1.7421 -0.6346 -0.6888 -0.687 -0.0614 0.0464 -0.7823 0.7803 1.182 1.1793 -0.1285 -0.4525 1.314 -0.6576 50 50 0 512.938 415.923 471.744
"67" 44200035 0 3 493 6 1 0.4112 -1.272 -2.345 -1.8939 2.3693 -0.1769 -0.7823 -0.0512 -0.126 -1.3525 1.3881 1.0197 -1.2638 1.0346 480 1440 240 378.145 287.753 383.027
"68" 44200033 1 2 232 NA NA 0.2908 0.2705 0.1956 NA -1.0881 -0.6659 -0.7823 0.542 -0.2528 -0.4884 1.6657 -0.0205 NA -0.6576 165 110 220 289.383 252.441 139.761
"69" 44200002 1 2 232 NA 0 -1.0026 -1.272 -2.345 -0.687 -1.4832 -0.9879 NA -2.3459 -1.848 -4.4106 -0.9823 -1.9739 NA -0.6576 NA NA NA 343.956 263.354 319.328
"70" 44200019 1 1 507 6 0 -2.7114 -1.272 2.0054 -0.687 0.8236 2.7249 0.2907 0.643 0.1275 1.1793 0.4747 1.046 0.4522 -2.4468 200 200 150 483.632 475.097 551.167
"71" 44200028 0 2 493 6 0 0.7942 -1.272 -0.8279 0.1097 1.1497 0.6818 -0.7823 0.8787 0.6676 -0.1357 0.4472 0.9783 -0.3882 1.0346 270 135 270 652.387 588.704 648.929
"72" 44200040 1 3 834 2 0 -0.9223 1.8027 -0.2661 -0.687 -0.4004 -0.4509 1.5346 -0.6745 -0.0307 -1.2263 -0.3779 -1.589 -2.7106 -1.1847 200 150 550 549.847 453.081 563.972
"73" 44200017 0 2 507 6 0 -1.4882 NA -0.5707 -0.3799 -0.0614 0.6818 -0.7823 1.1712 0.9816 1.1793 0.9323 1.3888 -0.2023 -0.6576 120 180 720 396.016 417.679 440.319
"74" 44200012 1 1 493 6 0 1.3752 0.2705 -0.5707 0.1097 0.3858 -0.7587 1.4454 0.2899 0.6676 0.0477 -0.214 1.164 1.314 0.2169 180 180 180 532.334 699.778 663.835
"75" 44200044 1 3 232 2 0 -2.7114 0.2705 1.2643 -0.6133 -0.0614 -0.1527 0.1462 -1.013 -1.8499 1.1793 -0.862 -1.6924 -0.2023 -0.6576 0 200 0 478.81 337.301 396.925
"76" 44200004 1 2 834 5 0 -1.6062 1.6524 0.1956 0.2734 -0.8547 -0.0799 1.1625 -0.9354 -0.438 -0.1357 -0.8759 -0.7924 1.314 0.0224 200 350 200 464.19 424.623 482.145
"77" 44200041 1 1 507 5 0 -2.7114 -1.272 0.3709 -1.4869 1.217 2.7249 -0.7823 0.0992 0.0684 1.1793 0.4843 0.1125 0.4522 1.0346 360 360 180 475.291 491.876 555.934
"78" 44200033 0 1 493 5 1 NA NA NA NA NA NA NA -0.2185 -0.3985 0.0477 -0.1455 -0.474 0.7015 NA NA NA NA 373.388 412.589 374.852
"79" 44200037 1 2 600 6 0 -1.0942 -0.6346 0.1244 -1.8939 1.59 0.1008 -0.7823 1.0591 0.4196 1.1793 1.1307 0.2334 0.4522 1.0346 200 200 100 527.452 355.449 465.339
"80" 44200013 0 1 507 1 1 1.0781 -1.272 -0.8014 0.4637 -0.0614 -0.0553 -0.7823 0.243 -0.24 1.1793 0.5204 -1.6999 -0.9306 1.0346 NA 275 NA 381.917 469.226 436.07
"81" 44200004 1 2 232 6 1 0.5046 0.4992 -0.8279 0.2201 -0.7411 -0.8161 1.5172 -0.0205 0.2904 -0.8947 0.131 -0.3452 0.0079 1.0346 480 120 NA 309.556 273.116 285.726
"82" 44200016 1 1 507 6 0 -1.0555 -0.8863 -0.9792 1.3423 1.1497 0.9517 0.2907 0.8079 0.3449 -1.0118 1.7029 1.2125 -1.8358 0.5029 300 150 100 524.943 580.807 595.627
"83" 44200029 0 2 232 4 1 -0.2704 -1.272 -0.9792 -0.687 -0.0614 -0.4415 -0.7823 -0.6349 -0.5367 0.0477 -0.4121 -1.0642 -1.1481 1.0346 200 150 100 358.203 499.305 444.31
"84" 44200008 1 1 507 5 0 2.6131 -1.272 -0.9792 0.4637 0.4398 0.4766 -0.7823 1.4681 0.8365 0.031 1.5218 1.1365 -0.8905 1.0346 200 200 200 607.665 612.808 612.21
"85" 44200033 0 1 834 1 0 1.2316 0.2705 NA NA NA NA NA 0.742 0.2635 0.0477 0.4709 -1.4844 1.314 NA NA NA NA 350.172 419.94 378.669
"86" 44200036 1 2 232 2 0 -1.1538 0.2705 0.1956 0.1097 -0.4684 0.3441 -0.7823 0.1568 -0.2742 0.0477 0.3858 -1.3806 -1.1481 -0.6576 200 300 100 562.742 563.092 508.187
"87" 44200014 1 2 200 4 0 0.0127 0.2705 -0.733 0.4637 1.1262 1.4903 -0.7823 -1.1458 -0.5828 -0.1357 -1.3044 -1.2804 0.385 1.0346 220 330 165 528.022 443.628 480.975
"88" 44200013 1 2 600 2 0 -1.3532 -1.272 -0.8705 -1.4869 -0.0614 0.5206 -0.7823 -1.5079 -0.6917 -1.0118 -1.1538 -1.3697 -1.0628 -0.6576 200 150 200 399.784 435.271 451.15
"89" 44200016 1 1 507 6 0 -0.7077 -1.272 -2.345 -1.8939 1.2011 0.4951 -0.7823 1.425 0.6676 -0.1357 1.591 1.5152 -0.4267 1.0346 180 180 180 567.599 591.572 562.632
"90" 44200016 0 1 507 2 0 0.0127 1.1904 0.1956 -0.3799 -0.4909 0.7289 -0.7823 1.1327 0.9792 -0.6947 0.9653 -0.7489 -1.8782 -0.6576 240 180 120 360.269 348.038 319.728
"91" 44200001 0 1 507 3 0 0.3703 -0.7816 -0.8705 0.052 -0.4684 0.6818 -0.7823 -0.0087 0.611 -0.1357 -0.6302 -0.3543 -0.1931 1.0346 200 150 200 689.672 722.2 680.169
"92" 44200015 0 3 493 6 0 1.2316 0.2705 -0.5707 0.1097 -0.0614 -0.3184 -0.7823 1.4724 0.803 1.1793 0.7725 1.3969 0.385 -0.6576 340 340 340 626.977 634.459 558.361
"93" 44200008 1 2 600 0 1 -2.7114 -1.272 0.6314 -0.687 -0.8738 0.2018 0.2907 -0.9608 -0.6917 -0.9191 -0.4566 -2.1839 1.314 -0.6576 200 200 100 408.465 401.059 471.66
"94" 44200017 0 1 493 5 1 -1.2014 1.0453 0.1956 -0.7592 0.7872 0.1695 0.1462 0.6821 -0.0479 -0.2116 0.9653 0.143 -1.1481 -1.0657 200 250 100 480.229 412.696 372.327
"95" 44200046 1 2 493 6 0 NA NA NA NA NA NA NA 0.4413 NA NA 0.2682 0.8924 NA NA NA NA NA 293.018 238.059 302.078
"96" 44200016 0 1 507 5 1 -1.0555 1.0453 0.2653 -0.2006 NA NA NA 1.3838 0.4196 1.1793 1.3196 0.1122 -0.2327 NA NA NA NA 285.259 336.748 358.738
"97" 44200035 1 NA 232 6 0 -0.5262 0.7192 NA NA 0.0501 -0.9879 NA -2.4813 -0.5828 -1.1596 -2.6179 -1.3866 0.2384 -0.9122 90 45 NA 339.198 385.807 365.664
"98" 44200034 0 1 148 6 0 0.3171 -1.272 -1.2263 -0.2006 -1.0812 -0.5707 -0.7823 0.1706 0.8365 -1.3311 0.132 0.9693 -2.7106 -1.0691 250 250 100 498.391 489.186 472.982
"99" 44200028 1 3 148 5 0 0.4493 -1.272 -0.9792 0.052 -0.8738 -0.4509 0.2907 2.5694 1.5766 1.1793 1.6063 1.6367 -0.3172 1.0346 180 180 270 628.932 641.539 580.643
"100" 44200046 1 1 493 2 1 -0.8353 0.2705 NA NA NA NA NA -0.5936 -1.1503 0.1806 -0.2448 -1.1866 0.1155 NA NA NA NA 482.75 427.318 431.669
"101" 44200035 1 3 200 6 0 1.0781 0.2705 1.2643 0.052 -0.4684 -1.1206 0.7703 -0.2733 0.0753 0.0477 -0.6346 0.6742 0.4522 1.0346 120 120 0 443.827 398.529 363.686
"102" 44200001 0 NA 507 NA 0 0.1499 -1.272 -0.6888 NA -0.5176 -0.359 NA 0.8306 1.0833 0.6763 0.2388 NA 0.039 -0.6576 NA NA NA 581.291 624.61 562.906
"103" 44200017 0 1 507 6 1 -1.1538 0.2705 1.2643 -0.3498 1.1268 0.3241 -0.7823 1.1999 0.8365 1.1793 0.9702 1.4293 -1.5447 1.0346 200 150 100 391.646 440.678 460.366
"104" 44200036 0 3 600 6 1 1.1914 -0.3034 -1.4383 -1.8939 -0.4449 2.7249 -0.7823 0.6929 0.611 -0.6947 0.864 0.7428 -0.54 1.0346 200 200 100 507.408 550.598 571.836
"105" 44200011 0 1 507 5 0 -2.7114 -1.272 2.0054 -0.13 -0.4531 0.9517 -0.7823 0.2431 -0.3955 1.1793 0.9332 0.07 0.4522 -0.9122 250 150 350 524.212 527.128 622.141
"106" 44200035 1 3 232 5 1 0.2694 0.2705 0.1956 0.4637 -0.8547 NA NA -1.8331 -1.8499 -1.0752 -1.6212 -1.2349 0.481 NA NA NA NA 448.099 439.941 381.907
"107" 44200004 1 2 232 4 0 0.1372 1.6524 0.1956 0.4637 2.3693 -0.1642 -0.7823 1.9813 1.182 0.1806 1.9416 -0.0214 -0.0348 -0.6576 200 200 100 454.922 374.943 458.601
"108" 44200035 1 3 232 NA 1 NA NA NA NA NA NA NA -0.7793 -1.8499 0.0477 -0.2259 NA -1.1481 NA NA NA NA 384.753 239.346 274.073
"109" 44200014 1 2 232 4 0 -0.6683 0.9672 -0.2661 -0.3799 -0.7906 0.1935 -0.7823 -0.3512 -0.3985 1.1793 -0.5049 -0.3188 -0.0037 1.0346 200 300 100 572.18 452.821 516.327
"110" 44200001 1 2 232 4 1 -0.1119 -0.7816 -0.9792 -0.9295 -0.0614 -0.8214 1.5436 1.1125 0.8365 1.1793 1.3197 -0.3891 1.314 -2.0819 200 200 200 403.457 273.213 322.145
"111" 44200002 0 2 493 6 0 -0.703 0.2705 0.411 -1.8939 0.7872 -0.0751 -0.7823 1.4222 0.9792 -0.1357 1.363 0.9251 1.314 0.6364 200 300 NA 391.147 378.94 357.523
"112" 44200016 0 3 232 1 1 -1.0322 0.7192 0.1956 0.4637 -0.0614 -0.9879 NA 0.7275 0.3297 1.1793 1.0596 -1.5139 -2.7106 -0.6576 220 165 165 419.392 337.373 342.494
"113" 44200038 0 1 507 5 1 0.0127 -0.2888 -0.2661 -0.7592 -0.8109 -0.445 2.0604 1.7327 1.182 1.1793 0.9855 0.8254 0.2148 -0.6576 300 200 100 538.633 527.687 523.499
"114" 44200001 0 1 507 5 0 1.2316 0.2705 -0.9792 -0.13 -0.4684 -0.6869 1.4721 -0.9864 -0.3955 -1.1908 -1.0775 -0.5742 -2.7106 -1.0657 250 200 100 505.142 479.946 468.275
"115" 44200024 1 1 507 5 0 -0.4556 1.6524 -0.2047 1.8905 -0.0614 -0.9803 -0.7823 -0.4147 -0.438 1.1793 -0.4439 0.3927 -0.0037 -0.6576 200 200 100 476.062 460.986 485.021
"116" 44200030 0 2 493 6 0 -1.1538 -0.2888 -0.2047 -0.3799 -0.0614 0.0716 NA 0.4511 -0.3985 1.1793 0.5768 0.5088 -0.8266 1.0346 NA NA NA 568.066 553.787 596.744
"117" 44200038 0 3 493 3 0 -0.4934 0.2705 2.0054 0.052 -1.1136 -1.0426 -0.7823 0.3888 -0.126 1.1793 0.4836 0.2971 -0.9306 -1.0657 NA NA NA 419.009 412.443 486.892
"118" 44200023 0 2 232 4 1 NA NA NA NA NA NA NA -0.6438 -0.5367 -0.4884 -0.3187 -0.523 1.314 NA NA NA NA 345.739 337.143 363.294
"119" 44200011 1 2 232 0 1 -0.6146 0.2705 -0.2661 1.0671 -1.0746 -0.6913 1.5699 -1.9546 -1.1503 -1.6618 -1.3957 -3.2892 0.1924 -0.6576 150 150 100 487.462 475.858 491.812
"120" 44200001 1 3 200 6 0 -0.1042 0.2705 1.2643 -0.2006 -0.8109 -0.5635 -0.7823 0.9012 0.2624 1.1793 0.7381 1.1097 -0.7769 -1.5824 220 385 110 581.989 477.489 508.349
"121" 44200021 0 1 507 4 0 1.1891 -0.5536 -0.2047 0.1097 0.7251 -0.6913 0.7703 1.507 -0.0307 1.1793 1.8159 0.3302 -0.2962 1.0346 180 180 90 513.123 493.386 510.529
"122" 44200015 1 1 493 6 0 -0.3571 -1.272 -0.4631 -1.8939 1.5024 0.9303 -0.7823 0.2133 0.2091 -0.6853 -0.1798 0.8186 1.314 1.0346 220 220 330 544.151 420.151 463.515
"123" 44200037 0 1 493 6 0 1.2316 0.2705 -0.5707 0.1097 -0.0614 0.6818 NA 0.314 -0.5828 1.1793 0.585 0.7966 -0.5575 NA NA NA NA 502.435 498.782 498.564
"124" 44200038 0 1 507 4 1 1.7513 0.7192 0.1956 0.4637 0.871 1.4326 -0.7823 0.9026 0.9816 1.1793 0.4096 0.1314 0.7015 0.2169 250 150 200 464.746 483.206 480.957
"125" 44200034 0 1 507 5 0 -0.9609 1.6524 -0.2047 -0.687 -0.0614 -0.3184 -0.7823 1.3484 1.5766 1.1793 0.5272 0.5071 -0.2023 -0.6576 200 200 200 466.281 431.829 459.265
