"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie"
"21" 5600139 0 1 322 4 0 -1.352 -0.4021 0.7871 -0.687 0.4084 0.5251 -0.7823 0.5603 0.15 0.7604 0.9257 0.3074 -1.0185 1.0346 0 200 250 150 502.612 559.282 566.302
"22" 5600171 1 1 606 4 1 -0.6714 3.0064 -2.345 NA NA 3.22 -0.7823 -0.1026 -1.8461 -0.4903 0.8534 -0.4497 0.2727 -2.4468 1 200 200 100 430.512 422.104 447.44
"23" 5600187 1 1 493 6 0 -1.1798 0.7323 1.1811 NA NA 0.0043 0.7703 0.9114 0.1297 1.1793 0.7225 1.3072 0.4394 1.0346 0 250 250 250 498.561 446.952 471.488
"24" 5600091 0 1 621 5 0 1.4712 1.2958 0.1956 -0.13 -0.0614 0.6818 -0.7823 -0.1933 -0.7708 -0.3487 0.154 0.5992 0.0703 -0.6576 0 100 100 100 445.969 453.856 414.848
"25" 5600019 1 1 493 2 0 -0.2309 0.2705 0.7871 0.176 1.217 0.2342 0.8233 -0.4977 -1.2782 -0.9302 -0.1975 -1.7679 0.2485 0.2127 2 200 250 150 498.745 477.994 527.149
"26" 5600090 1 1 322 5 0 -0.8812 0.2705 -1.2708 -1.1858 1.111 0.052 -0.7823 0.5324 0.8862 1.1793 0.1021 0.6485 0.4394 0.2169 2 200 250 100 524.422 473.688 462.867
"27" 5600166 1 1 500 5 1 -0.8812 NA NA NA NA -0.306 -0.7823 -1.2213 -1.8461 -1.324 -0.5133 -0.0806 0.7015 NA 2 NA NA NA 360.825 396.333 341.907
"28" 5600179 1 NA 493 4 0 -1.3532 1.2826 0.7871 NA NA -0.0709 1.8016 -0.5639 -0.3844 -0.6122 -0.3 -1.154 0.2148 0.5029 0 100 200 100 369.876 402.112 473.368
"29" 5600264 0 1 493 6 0 2.6131 -1.272 -2.345 NA NA 0.6347 -0.7823 1.4695 0.8232 1.1793 1.3854 1.4336 -0.6262 0.6402 0 250 250 150 507.707 462.062 510.728
"30" 5600191 1 1 322 6 0 -0.2704 0.7192 NA NA NA NA NA 1.4074 1.1392 1.1793 1.1444 1.4308 -1.1481 NA NA NA NA NA 629.097 588.467 598.799
"31" 5600210 1 1 493 4 0 0.5572 0.2705 -1.2263 NA NA -0.357 -0.7823 -0.2077 0.0017 0.0477 -0.6793 -0.6344 -0.5197 -0.6576 0 250 250 150 545.255 515.54 546.076
"32" 5600276 1 3 500 1 1 -0.8016 0.2705 0.571 NA NA 0.4922 -0.7823 -1.5875 -0.8464 -0.6853 -1.7673 -2.4388 0.0703 0.2127 0 250 250 150 494.277 347.218 478.36
"33" 5600238 0 1 322 6 0 0.5385 0.2705 0.1956 0.4637 -0.8109 -0.0553 NA 0.2717 -1.8696 -1.0118 1.7151 0.8265 -1.5447 -0.6576 0 250 200 200 531.969 642.413 603.354
"34" 5600016 0 1 493 6 0 0.2694 0.7192 2.0054 1.8905 -0.096 -0.3184 0.2907 1.2817 1.1392 1.1793 0.6109 1.4546 -2.7106 -1.292 2 250 200 300 707.558 617.908 621.193
"35" 5600294 0 1 322 6 1 -0.6146 0.2705 -0.5707 0.1097 -0.0614 -0.5635 0.2907 0.1564 -0.4882 -1.0118 0.6541 0.0368 -0.2023 -0.6576 1 150 200 250 466.459 389.906 414.244
"36" 5600277 0 1 322 NA 0 0.0127 0.7192 -0.6888 0.8794 -0.7622 0.3018 -0.7823 1.0506 1.8415 1.1793 0.0582 0.3344 -0.2871 -0.6576 0 150 200 300 428.712 497.826 513.563
"37" 5600167 0 1 322 6 0 -0.7493 1.1904 -0.9792 -0.687 -0.0614 -0.3184 -0.7823 0.5612 0.0181 -0.1357 0.9869 0.4144 0.2148 -0.6576 0 250 200 150 554.759 520.409 441.126
"38" 5600152 0 1 322 6 0 -1.1538 0.7192 -0.733 1.8905 -1.2865 0.0342 0.8233 0.0021 -0.7708 1.1793 0.3708 0.3334 0.0483 1.0346 0 150 200 300 435.51 433.449 400.283
"39" 5600224 0 2 606 4 0 0.638 0.2705 -0.6888 0.4637 -0.5176 -0.4509 -0.7823 -0.0154 -0.229 0.0477 -0.1717 -0.8361 -1.3245 1.0346 1 250 200 350 519.417 605.678 548.424
"40" 5600125 0 1 493 4 1 0.1499 0.2705 0.1956 NA NA -1.51 1.1211 -1.3636 -1.2928 -1.0118 -1.43 -1.4924 0.061 -2.0819 2 165 220 110 431.163 489.358 404.383
"41" 5600087 0 1 493 4 1 0.4627 0.7192 -0.4112 NA NA 1.9816 -0.7823 0.1194 0.1297 -0.1357 -0.0089 0.1381 -0.5886 1.0346 2 250 200 150 483.895 556.254 494.031
"42" 5600201 0 1 621 6 0 2.6131 -1.272 -0.9792 0.4637 0.4924 0.0348 -0.7823 1.0077 1.1392 1.1793 0.0123 1.0056 0.7015 1.0346 0 250 200 250 652.793 641.893 583.827
"43" 5600098 0 1 322 5 1 -1.9715 1.6524 -0.5229 0.052 -0.8738 0.1634 -0.7823 -0.2637 -0.7708 0.0477 0.249 -0.0843 0.7015 1.0346 0 150 200 200 452.448 415.613 447.446
"44" 5600074 0 1 148 6 1 -1.7421 0.7192 -0.2047 NA NA -0.0358 -0.7823 -0.2873 0.1148 -0.6853 -0.3666 0.6871 -0.1206 1.0346 0 250 250 200 530.171 525.58 519.047
"45" 5600005 1 1 621 6 1 -1.9715 0.7192 0.1956 1.8905 -0.0614 0.165 0.2907 1.5657 1.3903 1.1793 1.2686 1.3772 1.314 -1.0657 2 150 200 200 455.816 408.822 511.124
"46" 5600233 0 1 322 6 0 -0.917 1.6524 0.1956 1.8905 -1.7292 -3.2367 2.0604 0.3846 -1.2782 -0.4903 1.0877 1.0134 0.7015 -1.5824 1 250 200 200 514.354 537.24 510.535
"47" 5600142 1 1 493 6 0 -2.7114 -1.272 0.992 NA NA 0.0066 -0.7823 0.1057 -0.2185 1.1793 -0.4296 0.9154 -0.5973 0.6364 0 250 250 400 632.721 620.799 682.721
"48" 5600025 0 1 493 4 1 0.0477 -0.4021 -2.345 NA NA 1.1479 -0.7823 0.0275 -0.8464 -1.0118 1.3186 -0.683 1.314 1.0346 NA NA NA NA 314.843 393.251 327.672
"49" 5600046 0 1 322 6 0 -0.1241 -1.272 -0.4112 0.4637 -0.5176 1.4685 -0.7823 1.33 1.3903 -0.1357 0.8382 1.3716 0.4522 1.0346 0 250 200 300 549.975 578.35 557.984
"50" 5600202 0 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 424.65 453.145 481.687
"51" 5600217 0 1 493 6 0 -1.7421 -1.272 0.1956 NA NA -1.0304 0.2907 0.2163 0.2221 1.1793 -0.1707 0.4822 -0.6371 -1.5824 0 250 250 150 526.071 513.379 433.955
"52" 5600053 1 1 493 2 NA -1.0789 NA NA NA NA NA NA -2.2449 -1.8461 -1.935 -1.5987 -2.2372 0.4522 NA NA NA NA NA 312.232 306.794 315.721
"53" 5600135 0 1 621 5 0 -1.1538 0.8232 -0.9792 NA NA NA NA 0.8506 -0.0102 1.1793 1.2119 0.4141 1.314 NA 0 NA NA NA 425.887 433.759 477.372
"54" 5600166 0 1 493 NA 0 -0.7775 0.2705 -0.4112 NA NA 0.27 -0.7823 0.1301 0.1297 -0.1357 0.0909 -0.3636 -0.6951 1.0346 0 250 250 150 416.815 435.925 401.886
"55" 5600166 0 1 493 5 1 0.3568 -1.272 -0.9792 NA NA 0.1557 -0.7823 0.0246 -0.0108 1.1793 0.0764 0.0932 0.7628 0.5029 0 250 150 150 450.309 543.06 507.553
"56" 5600258 1 1 621 6 0 -2.7114 1.6524 0.6314 0.4637 -0.0614 -0.4814 -0.7823 0.189 0.0181 -0.5668 0.7057 0.7403 -1.7418 -0.6576 0 200 200 100 439.411 441.087 443.847
"57" 5600251 0 1 493 6 1 -0.6146 -1.272 -0.5707 NA NA 0.0043 -0.7823 -0.2083 -0.572 -0.8243 0.5827 0.3302 -1.1481 -0.6576 1 100 200 100 425.147 342.233 384.622
"58" 5600255 0 1 621 4 0 -1.1538 1.6524 -2.345 -1.8939 -0.8738 0.3241 -0.7823 -0.2108 -0.1552 -0.4903 0.0885 -1.0321 -0.5575 -0.6576 0 150 200 200 493.046 463.116 414.251
"59" 5600066 0 1 322 5 1 -0.5831 1.6524 -0.9792 -0.3799 -0.401 0.0348 -0.7823 -0.1837 -0.893 -1.1123 0.4441 0.0858 -0.5488 0.6402 0 150 200 200 465.196 443.932 484.19
"60" 5600292 0 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 424.965 364.349 418.826
"61" 5600019 1 1 322 6 0 -0.759 NA NA NA NA NA NA -0.2533 -0.4882 0.1806 -0.329 0.6523 -0.0348 NA 0 NA NA NA 575.263 621.246 627.486
"62" 5600120 0 1 322 6 0 -0.4934 -0.8863 0.1956 -0.3799 0.3858 -0.3184 -0.7823 0.7921 0.1456 -0.1357 0.7964 1.3388 -2.1007 0.3622 1 200 200 150 616.268 576.493 547.699
"63" 5600127 1 1 322 6 0 -1.9715 -1.272 0.1956 1.8905 1.6219 2.7249 -0.7823 0.975 0.6026 1.1793 0.7719 1.3097 -1.1481 -2.4468 2 80 80 0 410.714 338.682 362.999
"64" 5600157 0 2 615 5 0 -0.0176 0.9567 0.992 NA NA 0.0043 -0.7823 -0.7009 -0.6141 1.1793 -0.9582 -0.2994 -1.0266 1.0346 0 250 250 150 461.595 492.514 519.889
"65" 5600042 0 1 322 4 0 0.0127 0.2705 -0.5707 -0.9598 0.399 1.4326 -0.7823 -0.8746 -0.7097 1.1793 -0.8437 -0.8246 -0.9734 -0.9167 0 200 200 100 505.069 534.278 498.605
"66" 5600116 0 1 493 4 1 0.0797 0.2705 -0.2661 NA NA -0.357 -0.7823 -0.0855 -0.3844 1.1793 -0.1728 -0.3449 -0.2533 -0.6576 0 250 250 150 505.071 523.281 552.31
"67" 5600121 0 NA 493 NA 1 -1.0562 0.2705 -0.4631 NA NA 0.4611 2.1776 -0.6501 -0.8464 -1.0752 0.1444 -0.6962 0.7015 1.0346 1 NA NA NA 366.082 341.746 310.63
"68" 5600008 1 3 322 6 0 0.8418 0.2705 -0.5707 -0.4342 -0.0607 -0.9836 -0.7823 0.5625 0.3153 0.0477 0.1556 1.2313 -0.1605 -0.6576 0 200 200 300 674.806 650.371 727.17
"69" 5600014 1 3 322 4 1 -1.0096 2.5529 -1.5513 1.0671 -1.5166 -0.6824 0.2907 1.3924 0.6069 -0.4903 1.7645 0.9536 -1.1053 0.0116 2 100 150 0 375.258 294.438 352.044
"70" 5600294 0 1 322 6 0 1.7513 -0.7816 -0.9792 0.052 -0.096 -0.8575 0.1462 0.5401 0.6026 1.1793 0.0143 1.086 -0.5488 0.6364 0 250 200 150 599.708 630.576 620.83
"71" 5600027 0 1 493 6 1 -1.4526 1.1904 0.1244 NA NA 3.22 -0.7823 0.2324 -0.8464 -0.6853 1.2934 0.8099 -0.5778 1.0346 1 100 150 100 359.754 371.318 324.004
"72" 5600029 0 3 493 6 1 -0.9655 0.2705 -0.9792 NA NA 0.4893 -0.7823 0.2136 0.311 -1.0193 0.5841 0.0461 0.2485 0.2127 2 100 200 300 346.068 337.736 342.333
"73" 5600038 0 3 615 6 0 0.638 0.9672 -0.2661 -0.4342 0.4152 -0.4415 NA -2.0293 -0.0102 -0.5492 -3.2066 -0.9648 1.314 -1.3939 0 NA NA NA 305.97 335.975 367.63
"74" 5600282 1 1 322 4 0 -0.1585 -1.272 -0.5707 0.052 -1.2475 -0.3976 2.4122 -1.9667 -1.8696 -4.411 -0.8203 -1.7983 -0.7659 NA 0 200 250 150 425.78 346.511 417.185
"75" 5600088 1 1 322 4 0 -0.7215 0.2705 0.1956 -0.2006 -0.0328 0.4629 NA -0.0508 0.4984 -0.1357 -0.8405 -0.5598 0.2148 0.6364 1 NA NA NA 550.028 448.887 471.191
"76" 5600222 0 1 322 5 0 -0.1042 0.2705 0.3709 -0.2459 -0.8109 1.4685 0.2907 -0.7629 -1.2782 -0.6122 -0.926 -0.3558 -0.5575 1.0346 0 150 200 200 448.957 495.966 538.448
"77" 5600033 1 2 493 6 0 -0.4934 0.7192 NA NA NA NA NA -0.8436 -1.0002 -0.6853 -0.7507 0.3002 -0.0862 NA 1 NA NA NA 571.341 560.45 569.978
"78" 5600052 0 1 621 6 0 0.8628 0.2705 -0.2047 -0.3799 -0.4292 0.3241 -0.7823 0.5613 1.1392 1.1793 -0.1845 0.2622 -0.3673 -0.6576 0 200 200 100 589.324 645.982 609.518
"79" 5600048 0 1 322 4 0 -2.7114 3.0064 0.2653 1.3423 -1.0974 -0.4509 -0.7823 0.1497 -0.5946 -1.3873 0.6952 -0.6485 1.314 1.0346 1 100 100 0 465.334 441.592 408.317
"80" 5600243 1 1 322 4 1 -1.352 1.6524 -1.1146 -1.8939 -0.4684 -0.2799 0.2907 0.0997 -0.4463 -0.6122 0.6905 -0.7533 -2.7106 -0.6576 2 0 400 0 428.929 489.503 437.602
"81" 5600202 1 1 493 6 0 0.8628 -1.272 0.7871 NA NA 0.3628 -0.7823 0.3544 1.0147 1.1793 -0.6281 0.9587 -1.3684 1.0346 2 250 250 250 516.209 472.703 507.716
"82" 5600032 0 1 322 6 0 0.7789 0.2705 -0.2661 0.4637 -0.5176 -0.0939 -0.7823 0.4615 -0.7708 1.1793 0.8215 1.1168 -1.3245 1.0346 NA 250 200 200 647.462 659.004 694.222
"83" 5600012 0 1 621 6 0 0.2298 0.2705 -0.3907 0.5949 0.3444 0.3018 0.2907 1.7262 1.3903 1.1793 1.3324 1.4863 -0.2871 1.0346 NA 200 200 150 608.674 592.372 610.236
"84" 5600187 1 1 493 6 0 -0.9016 -0.6346 -0.9792 NA NA 1.9816 -0.7823 0.816 0.0309 1.1793 0.9052 0.6779 -1.1176 1.0346 NA 250 250 250 562.336 457.614 531.94
"85" 5600189 1 1 493 6 NA NA NA NA NA NA NA NA -1.1107 -1.8461 -1.0527 -0.3459 -0.6513 NA NA NA NA NA NA 376.55 278.153 335.812
"86" 5600090 0 3 493 6 0 -0.2126 1.2958 -2.345 -1.1858 -0.0614 -1.0013 -0.7823 0.0514 -1.8696 1.1793 0.6012 -0.2277 -0.0439 -0.6576 2 0 0 0 410.962 380.748 410.741
"87" 5600023 0 3 322 6 1 0.2694 0.9672 0.7871 -0.4342 -0.5176 -0.0845 1.203 0.4561 -0.7708 1.1793 1.1871 0.895 NA 0.3622 2 0 0 0 370.024 469.553 426.478
"88" 5600111 1 1 621 4 0 -1.4882 1.0453 -0.2661 -1.8939 -0.0614 0.3241 NA 0.2176 -0.4463 1.1793 0.2823 -0.6661 -0.5088 1.0346 0 NA NA NA 448.905 447.94 458.487
"89" 5600064 0 1 322 5 1 0.6523 0.2705 -0.6888 -0.687 -0.0614 -0.3184 0.7703 0.9043 1.8415 1.1793 -0.2036 0.0012 -0.7769 1.0346 0 150 200 50 560.456 492.998 562.301
"90" 5600296 1 2 322 6 0 -0.1119 -1.272 0.1956 0.4637 -0.0614 -0.6843 2.1776 0.1433 -0.4463 1.1793 0.2264 -0.0454 -2.0248 -0.6576 NA 250 200 750 586.286 462.07 563.507
"91" 5600052 1 1 322 6 0 -0.0176 0.2705 -0.5707 0.4637 -1.0974 -0.4509 -0.7823 0.3262 0.2589 0.1806 0.2402 0.9955 -0.9422 -0.6576 0 250 200 250 719.423 651.606 653.757
"92" 5600250 0 1 493 6 0 -0.5831 0.2705 0.7871 NA NA 0.8964 -0.7823 0.6323 0.6372 -0.1357 0.3057 1.1251 0.385 0.2127 0 250 250 150 539.995 608.66 553.073
"93" 5600118 0 1 322 6 0 0.1118 0.7192 -0.5707 -0.1558 0.021 0.0441 -0.7823 1.1971 0.9533 1.1793 1.0622 -0.7269 -0.9641 1.0346 2 300 200 100 508.109 465.898 511.286
"94" 5600041 1 2 804 6 0 0.2864 -0.2888 -0.733 NA NA 0.7984 -0.7823 0.2262 0.1698 1.1793 -0.1984 0.4597 1.314 1.0346 0 250 250 250 498.682 565.972 478.832
"95" 5600069 0 1 493 5 1 0.4444 0.2705 -0.2047 NA NA -1.4385 1.7316 -0.7598 -1.8461 -1.0118 -0.0711 -0.2552 0.3485 0.2169 NA 100 200 150 502.341 490.664 516.791
"96" 5600283 0 1 493 4 0 -0.5831 1.8027 -0.9792 -0.687 -0.0614 -0.4415 0.2308 -1.5235 -1.8696 -1.1945 -1.153 -1.3566 1.314 1.0346 0 150 200 200 459.082 443.256 471.628
"97" 5600203 1 1 621 6 0 -1.0279 0.2705 0.1956 -0.2006 -0.0614 0.3241 -0.7823 1.4506 1.3903 1.1793 0.871 1.4226 1.314 -0.6576 2 200 200 150 566.933 482.95 549.817
"98" 5600127 1 1 621 6 0 -1.0555 1.2958 -0.6437 0.4637 -0.7997 -0.0845 -0.7823 0.3808 0.171 1.1793 0.3354 0.8249 -1.3245 -0.6576 0 100 100 0 455.722 414.17 492.562
"99" 5600124 1 1 322 6 0 2.6131 -1.272 0.1956 -0.4342 0.4152 -0.0553 0.7703 0.859 1.8415 1.1793 -0.4589 1.0551 -0.0037 -0.6576 0 250 200 200 641.47 609.725 623.872
"100" 5600030 1 1 322 4 0 -2.7114 -1.272 -1.2708 -1.1858 -0.4909 -0.0909 0.8615 0.3893 0.8912 1.1793 -0.4495 -0.3844 1.314 -0.6576 1 200 100 100 515.902 519.631 579.345
"101" 5600245 1 1 322 6 0 0.5385 -1.272 -0.8441 1.8905 -1.0974 -0.4761 NA 0.8344 0.311 1.1793 1.1873 1.2037 0.4522 -1.3914 0 NA NA NA 678.259 672.615 643.335
"102" 5600201 1 1 322 6 0 0.0342 0.2705 -2.345 -1.8939 -0.0614 0.0382 0.2907 2.1539 0.7679 -0.1357 2.5824 1.7233 1.314 -1.0657 1 300 180 240 563.204 601.447 537.178
"103" 5600085 1 1 322 5 0 -0.9655 0.2705 -0.733 1.8905 -0.0614 -0.3184 -0.7823 1.2246 1.8415 1.1793 0.2249 1.1484 1.314 1.0346 0 250 250 300 680.748 645.538 618.842
"104" 5600074 0 1 493 6 1 0.8606 -0.6346 0.1956 NA NA 0.2912 -0.7823 0.5007 0.311 -0.1357 0.1794 1.0322 0.039 0.3622 0 250 200 100 524.009 515.821 451.858
"105" 5600298 0 1 493 6 0 0.0127 0.9567 -0.733 NA NA -1.2842 1.5699 0.8421 0.2778 -1.0118 1.2911 0.5986 0.2048 -1.5824 1 250 250 150 471.704 523.542 501.065
"106" 5600198 1 1 493 6 1 -1.4526 -1.272 -0.6888 NA NA 1.6185 -0.7823 -0.4296 -1.8461 -1.0527 0.2744 0.6299 0.2485 -1.0657 0 225 225 225 608.284 596.535 567.259
"107" 5600293 0 3 322 6 0 1.7513 -0.5536 -1.2263 0.4637 -0.2239 0.6653 0.2907 1.3433 1.8415 1.1793 0.1759 1.5471 -0.7074 0.5029 0 250 200 150 502.327 653.785 584.082
"108" 5600087 0 3 493 5 0 1.0123 0.2705 -0.2047 NA NA -0.1287 1.2618 -0.6517 -0.1456 0.6763 -1.0279 -0.8529 -0.5973 1.0346 0 330 220 275 550.994 517.528 510.528
"109" 5600252 0 1 493 3 1 1.3468 -1.272 -1.4383 NA NA 0.3384 0.2907 -0.5593 0.289 0.1806 -1.0921 -1.1143 0.1597 -1.3914 0 200 200 240 535.947 503.99 492.778
"110" 5600022 1 1 322 5 1 -1.4882 0.2705 -0.2661 NA -0.0614 1.4872 -0.7823 -0.3977 -1.8696 -0.4396 0.347 -0.4652 -0.3172 -0.6576 1 300 300 300 357.754 317.251 345.143
"111" 5600081 1 1 493 6 0 1.9404 -0.7816 1.2643 1.4083 0.7251 0.4458 0.2907 0.9549 0.4984 -0.237 1.0948 1.0499 1.314 0.2169 0 250 200 150 710.017 707.703 712.639
"112" 5600155 0 1 493 6 0 -1.1538 0.2705 -0.5707 NA NA -0.357 -0.7823 0.9296 -0.1456 1.1793 1.2925 1.1428 -1.381 -0.6576 0 250 250 250 634.782 608.042 614.727
"113" 5600009 1 1 493 6 0 -0.2704 0.2705 -0.733 NA NA -1.038 -0.7823 -0.3507 0.1698 -0.0699 -0.5984 0.7022 -0.5488 -1.3914 1 250 250 150 548.487 458.059 518.624
"114" 5600184 1 1 322 6 0 -1.9715 2.21 -0.8705 -0.2006 1.6219 2.7249 -0.7823 0.5028 0.311 0.0477 0.1476 0.9518 -1.1481 1.0346 0 250 200 100 418.753 362.715 386.84
"115" 5600074 0 1 148 6 1 1.1891 0.8232 -0.2047 NA NA -0.7764 -0.7823 0.6625 0.662 -0.6853 0.2306 0.7307 -0.6675 0.0116 0 250 200 100 462.85 477.108 486.801
"116" 5600113 0 1 493 4 1 0.428 -1.272 -0.5229 NA NA 0.2918 -0.7823 -1.259 -0.572 -0.6122 -1.2126 -0.9132 0.7015 0.2127 2 100 200 100 411.343 509.978 339.172
"117" 5600108 0 1 493 4 0 0.3171 -0.4021 -0.2661 NA NA 0.27 -0.7823 -1.0378 -1.8461 -0.6853 -0.5005 -1.417 0.7015 -1.0657 0 100 200 100 484.387 529.92 535.1
"118" 5600161 1 NA 322 4 NA 0.3426 NA NA NA NA NA NA 1.0232 0.8594 0.0477 0.546 -1.1996 -0.5197 NA NA NA NA NA 382.611 350.944 302.5
"119" 5600120 1 1 322 6 0 -1.0279 1.6524 -2.345 -1.8939 NA -0.8049 NA 1.1203 1.3903 1.1793 0.3374 1.2626 -1.1481 -0.9167 0 200 200 150 533.763 475.621 423.331
"120" 5600003 1 1 493 2 1 -0.1042 -0.6346 0.7871 NA NA -0.357 -0.7823 0.8653 0.936 0.031 0.1207 -0.5012 0.7015 -0.6576 0 250 250 150 564.698 522.108 455.641
"121" 5600248 0 2 606 2 1 -1.793 1.7413 0.992 NA NA -1.556 2.4242 -0.4624 -0.1589 -1.7257 0.4252 -1.3233 0.2048 -2.0851 2 110 275 110 290.98 320.521 243.613
"122" 5600130 1 1 322 6 0 -0.5831 -0.5536 -0.9372 -1.8939 -0.096 0.3361 -0.7823 0.4773 0.1456 1.1793 -0.0445 0.9758 -1.0628 0.6402 1 250 200 350 611.724 573.951 549.283
"123" 5600277 1 1 322 6 0 -0.4934 0.2705 2.0054 0.8794 -0.4684 -1.0418 -0.7823 0.5753 -0.7708 1.1793 1.1906 0.8334 -0.3262 -1.5824 1 150 200 300 562.004 588.16 581.001
"124" 5600077 1 3 493 2 0 -0.1119 NA -0.3907 NA NA NA 0.8233 0.2611 0.3153 -0.1357 0.0566 -0.8348 0.0483 NA 2 NA NA NA 251.512 262.312 241.411
"125" 5600026 0 1 322 4 0 0.2694 0.2705 -0.9792 -0.1558 -0.5176 0.4829 -0.7823 -0.0456 -1.8696 0.0477 0.3655 -0.1895 1.314 1.0346 1 200 200 150 592.623 652.12 646.709
